Date,AT,BA,BE,BG,CH,CY,CZ,DE,DK,EA,EA12,EA19,EA20,EE,EL,ES,EU15,EU27_2020,EU28,FI,FR,HR,HU,IE,IT,LT,LU,LV,MK,MT,NL,NO,PL,PT,RO,RS,SE,SI,SK,TR,UK
2013-Q1 ,84277.7,3471.0,99857.0,10930.8,148930.2,4498.3,39013.3,722103.5,65352.7,2514253.0,2475130.5,2528712.6,2539816.8,4929.4,43878.2,256097.0,3268268.2,2921106.1,3542777.4,52503.0,535347.2,11096.9,25685.6,48349.7,410076.0,8713.1,12726.8,5758.0,2098.6,2061.1,166288.6,83438.5,98059.8,43454.1,36220.8,8829.5,105951.4,9215.7,18434.5,169663.4,620264.1
2013-Q2 ,84311.8,3517.7,100440.0,10910.7,150083.0,4401.6,39156.5,729971.4,65401.2,2528165.9,2489039.5,2542713.4,2553877.2,4916.8,43885.1,255871.0,3286899.1,2936976.5,3563483.2,52745.0,539259.3,11155.7,25920.5,49522.9,410390.8,8807.0,12956.3,5754.3,2112.5,2116.2,165988.1,83936.7,98820.5,43783.6,36966.0,8846.0,105844.5,9228.2,18492.9,174644.4,625251.0
2013-Q3 ,84622.4,3504.9,100751.0,10954.6,151150.8,4387.5,39323.3,733981.0,65815.4,2535670.2,2496454.6,2550362.4,2561483.6,4904.5,43960.7,255777.0,3300717.1,2947412.4,3579424.1,52929.0,538740.9,11116.4,26315.8,50999.5,411306.1,8871.4,12991.9,5835.9,2141.7,2143.8,166989.1,84618.3,99551.3,43722.6,37499.8,9037.3,106331.5,9228.5,18577.0,177204.6,631095.7
2013-Q4 ,85005.4,3527.7,100971.0,10973.0,151481.5,4377.3,39799.5,736023.6,65947.8,2543167.1,2503662.2,2558015.0,2569077.5,4902.1,44203.6,256202.0,3312617.4,2957572.4,3593464.0,52834.0,542675.2,11062.6,26526.5,50338.2,410568.8,8982.5,12876.1,5880.6,2105.3,2151.6,168049.0,84493.9,100108.9,44201.4,37937.5,8971.0,107011.3,9411.2,18683.9,177548.1,635147.1
2014-Q1 ,84807.3,3556.9,101405.0,10967.4,152241.9,4342.5,39581.6,743229.8,66114.8,2559131.7,2513504.5,2568211.1,2579216.1,4982.6,44116.3,257143.0,3328091.0,2970464.0,3610859.0,52426.0,542410.5,11007.6,26767.2,52554.4,410961.9,9082.0,13146.0,5883.8,2167.5,2222.9,167889.6,85087.8,101392.1,43917.7,38270.3,8848.8,107964.5,9420.9,18798.3,182698.9,640025.3
2014-Q2 ,85339.0,3506.2,101674.0,11036.5,153498.7,4342.0,39951.0,743381.1,66066.9,2564507.2,2518572.2,2573646.5,2584729.8,5002.9,44096.8,258355.0,3337883.2,2978774.4,3623045.1,52511.0,542913.3,11085.2,27113.9,54086.8,410949.3,9139.3,12971.7,5908.8,2204.8,2257.4,168872.5,85608.1,102519.1,44063.8,38256.5,8772.1,108860.5,9496.3,18940.4,179734.8,644191.8
2014-Q3 ,85345.0,3520.0,102376.0,11080.4,154413.6,4325.5,40424.3,746936.9,67172.8,2576564.6,2530268.8,2585739.1,2596779.1,5070.0,44555.3,260252.0,3355057.2,2995122.4,3643016.7,52714.0,545987.1,11042.9,27367.3,54539.7,411624.3,9173.0,13221.9,5941.4,2181.9,2288.8,169295.0,85906.2,103334.4,44105.5,39067.5,8675.7,109621.2,9553.2,19121.1,184153.0,647826.5
2014-Q4 ,85418.1,3599.4,102911.0,11179.8,155440.9,4341.0,40891.6,752989.3,67413.7,2585683.4,2538994.5,2594894.1,2606007.4,5145.9,44125.5,262488.0,3368497.6,3007268.8,3658808.9,52588.0,545477.5,11112.1,27512.0,54635.5,410248.7,9208.2,13563.1,5964.3,2192.6,2351.2,170811.3,86776.9,104197.9,44462.3,39291.4,8815.5,110446.4,9563.6,19329.3,186634.6,651619.1
2015-Q1 ,85607.0,3656.1,103446.0,11291.6,155021.6,4398.8,41664.0,749206.5,67875.3,2611404.1,2554881.4,2611404.1,2622630.5,5074.0,44373.5,265500.0,3390074.8,3029368.3,3684612.9,52179.0,548390.3,11218.3,27981.6,66326.9,411434.4,9242.9,13471.0,6063.0,2241.3,2424.7,171827.6,86890.3,105899.6,44749.0,39687.4,8871.7,112003.4,9619.1,19698.2,190163.4,655145.1
2015-Q2 ,85798.8,3700.2,104141.0,11372.6,155928.3,4455.2,42229.3,755032.0,68192.8,2623910.7,2566700.1,2623910.7,2635207.1,5174.1,44324.9,268365.0,3408122.6,3044970.3,3704983.9,52973.0,549282.2,11285.8,28014.0,64401.8,413000.9,9314.6,13566.5,6145.9,2247.9,2492.8,172357.1,87271.5,106485.5,44882.2,39970.3,8936.8,113145.4,9676.6,19941.2,193061.0,660037.5
2015-Q3 ,86372.6,3699.8,104340.0,11495.6,156802.6,4497.1,42741.2,757982.4,68398.5,2633878.6,2576166.3,2633878.6,2645382.3,5212.6,43472.2,270796.0,3421925.1,3059232.0,3721835.9,52968.0,550431.9,11492.1,28222.2,66072.1,413866.9,9375.2,13493.3,6198.3,2281.1,2505.9,172952.0,88118.5,107914.9,44933.3,40005.0,8918.9,114696.4,9729.7,20170.3,195766.8,662593.1
2015-Q4 ,86522.5,3735.0,104775.0,11568.4,157583.7,4593.0,42996.5,761386.9,68550.9,2646066.1,2588042.9,2646066.1,2657400.4,5203.0,44292.5,273431.0,3439071.4,3074005.7,3740860.2,53265.0,551521.6,11328.5,28513.2,66811.8,415876.5,9405.4,13578.5,6179.3,2303.9,2572.3,172979.8,87476.4,108792.8,45148.6,40276.3,9016.3,115550.1,9735.9,20316.4,198051.1,666940.8
2016-Q1 ,87205.7,3770.9,104835.0,11659.2,158108.7,4699.1,43062.2,767817.5,69340.7,2661241.8,2602844.3,2661241.8,2672967.2,5287.4,43834.4,275291.0,3455980.8,3090710.5,3758983.5,53922.0,554960.5,11723.5,28405.3,65124.1,417330.6,9428.2,13995.1,6299.6,2290.0,2523.3,174566.7,88342.4,108557.3,45359.4,40954.6,9158.0,115457.7,9827.7,20315.2,198767.1,668268.3
2016-Q2 ,87340.0,3802.5,105411.0,11747.1,159233.1,4740.0,43201.3,771524.6,70278.6,2667164.4,2608473.1,2667164.4,2678821.9,5278.0,43739.7,276433.0,3465632.2,3099488.4,3770782.2,54006.0,552860.7,11659.6,28744.5,65737.8,418146.4,9508.8,14178.9,6243.6,2327.3,2563.1,174978.9,88681.6,110150.9,45495.3,40751.5,9210.2,115514.6,9968.2,20365.8,201611.3,671293.6
2016-Q3 ,87803.0,3826.0,105596.0,11804.7,160365.9,4786.8,43593.1,773037.7,70874.8,2679907.5,2620772.9,2679907.5,2691623.1,5335.3,43867.2,278801.0,3480917.9,3114758.9,3788101.1,54616.0,555034.6,11718.9,28890.5,65836.0,420375.0,9619.6,14281.6,6257.3,2355.6,2598.6,176935.4,88135.8,110776.3,46029.4,41088.2,9276.1,115868.7,10067.0,20440.1,195829.7,673344.5
2016-Q4 ,88738.8,3870.6,106138.0,11915.7,160665.1,4897.7,43932.1,775988.2,71385.5,2700771.1,2641036.7,2700771.1,2712649.1,5399.8,44171.4,280317.0,3506772.5,3140727.2,3818086.9,54784.0,558376.8,11879.2,29147.1,73043.4,421946.6,9743.8,14353.5,6321.1,2372.8,2650.8,178416.9,90386.7,112948.9,46458.4,41630.1,9286.0,116904.3,10144.9,20562.6,206619.2,677362.2
2017-Q1 ,88976.4,3872.1,106830.0,11986.5,160699.8,4988.7,44650.1,785293.7,71852.6,2719582.5,2658913.1,2719582.5,2731632.0,5511.6,44125.5,282518.0,3529087.3,3164575.0,3845549.8,55343.0,561896.4,12045.4,29557.0,71117.3,423956.2,9846.5,14167.2,6431.3,2376.6,2815.8,179353.3,90746.2,114294.5,47002.3,43110.5,9312.8,117359.5,10343.1,20724.6,209447.5,680722.6
2017-Q2 ,89520.6,3938.1,107088.0,12069.0,161091.5,5012.8,45758.3,792556.5,72655.8,2741286.4,2680044.1,2741286.4,2753362.7,5608.3,44297.8,285412.0,3555014.1,3192649.1,3875978.6,56048.0,566801.0,12069.1,29912.6,71643.7,425840.8,9924.5,14358.4,6474.5,2343.8,2838.5,180933.0,91895.8,115405.7,47239.8,44332.1,9383.0,119046.2,10459.8,20919.5,214223.6,682716.6
2017-Q3 ,90131.8,3988.7,107019.0,12151.1,162008.9,5067.2,46144.6,797549.8,72389.3,2761750.9,2699984.8,2761750.9,2773961.0,5628.3,44741.3,287209.0,3578783.2,3216921.6,3903368.6,56257.0,571887.8,12201.2,30183.2,75307.4,427477.2,10025.9,14512.2,6509.6,2366.4,2882.8,182214.3,92454.2,117092.8,47568.1,44887.5,9482.9,120068.2,10549.6,21094.2,217471.0,685607.3
2017-Q4 ,90721.5,3966.8,107877.0,12224.9,163738.3,5151.4,46525.6,805115.2,72935.8,2783674.2,2721128.1,2783674.2,2795912.1,5715.4,44297.5,288758.0,3603508.0,3242485.1,3931666.6,56621.0,575282.0,12228.5,30625.0,78563.8,429834.5,10132.2,14523.7,6534.7,2366.1,2919.7,183554.4,91651.2,118688.4,47960.8,45187.0,9524.7,120349.5,10766.3,21345.3,221565.5,688041.2
2018-Q1 ,91330.5,4024.5,108279.0,12282.7,165308.6,5254.2,46766.9,800254.5,73309.3,2783781.1,2720605.0,2783781.1,2796060.4,5752.8,44942.3,289991.0,3604270.6,3247223.6,3937185.8,56777.0,575226.6,12270.7,31173.1,78947.3,429419.7,10228.2,14550.8,6630.9,2402.9,2986.4,184483.0,91644.6,120875.7,48309.6,45978.5,9763.1,120658.2,10808.4,21540.2,224373.4,688516.1
2018-Q2 ,91544.7,4098.8,108769.0,12389.8,167156.6,5283.2,47043.4,806760.6,73677.7,2799396.2,2735428.7,2799396.2,2811902.3,5800.1,45058.1,291690.0,3623670.0,3267963.7,3960790.1,56710.0,577795.7,12495.9,31442.8,80381.2,429678.4,10354.4,14463.3,6727.8,2404.8,3060.3,185684.5,91748.3,122568.1,48686.2,46728.5,9865.8,122086.3,10964.7,21795.1,225693.8,691150.6
2018-Q3 ,91931.3,4118.9,109194.0,12516.8,166593.5,5349.7,47388.1,799271.0,74121.4,2798655.9,2734009.1,2798655.9,2811200.4,5854.0,44948.2,293208.0,3625088.0,3270204.6,3966608.2,56657.0,580545.8,12533.4,31911.3,80714.1,430011.5,10392.4,14600.4,6820.7,2438.9,3123.4,185904.0,92616.3,124076.9,48942.2,47782.7,9886.9,121035.2,11091.8,22012.2,223524.6,695273.1
2018-Q4 ,93113.6,4127.0,110261.0,12628.1,166946.7,5475.1,47750.5,806155.4,74491.5,2817657.9,2752446.7,2817657.9,2830277.3,5922.1,45267.6,295141.0,3647176.1,3293396.0,3991331.3,56679.0,583690.8,12605.9,32248.9,82167.7,431297.4,10547.4,14665.7,6854.4,2472.4,3132.8,186810.4,92373.8,125272.8,49240.2,47764.4,9877.5,122733.5,11170.8,22124.9,215815.2,696432.5
2019-Q1 ,93638.2,4120.4,110549.0,12785.8,167097.9,5525.3,48166.5,811678.2,74329.0,2834730.6,2768851.4,2834730.6,2847621.0,6022.0,45624.8,296938.0,3667524.0,3314084.8,4015758.7,57053.0,587749.2,12867.4,32888.8,82910.5,431670.6,10697.4,14741.2,6771.2,2489.9,3230.8,188357.1,91832.4,127053.4,49667.8,47732.0,10027.7,123166.9,11342.9,22294.0,219188.8,700279.4
2019-Q2 ,93154.1,4230.6,111146.0,12929.0,167990.4,5605.6,48481.9,811375.6,75076.1,2844729.0,2778433.2,2844729.0,2857694.4,6045.9,46109.6,297966.0,3679865.2,3328454.4,4031279.6,57518.0,591507.8,12946.0,32982.2,84461.1,433098.4,10849.8,15021.7,6811.3,2539.4,3291.2,188916.8,91843.1,128218.0,49959.2,48577.7,10164.6,124148.9,11311.2,22361.0,224167.1,701248.5
2019-Q3 ,93524.3,4271.5,111962.0,12953.2,168819.0,5657.6,48820.3,811224.3,75419.4,2849357.5,2782715.8,2849357.5,2862309.3,6067.5,45875.8,298845.0,3687641.6,3336016.4,4042075.4,57568.0,592124.3,12943.4,33429.8,85532.2,433366.0,10873.2,15074.6,6831.5,2554.3,3290.9,189317.2,92293.7,129151.0,50184.5,49381.7,10380.5,124194.1,11422.8,22437.5,225356.9,704735.7
2019-Q4 ,92953.8,4220.9,112628.0,13104.8,169800.9,5756.5,49083.7,813645.2,75190.1,2850536.7,2783405.9,2850536.7,2863396.1,6112.6,45847.7,299494.0,3689009.7,3339455.9,4045798.8,57460.0,589629.6,12869.7,33639.0,87289.7,430532.6,11019.0,15146.3,6776.9,2512.4,3368.8,190399.5,94685.9,129980.9,50602.9,49842.8,10524.9,124850.2,11466.0,22576.6,228366.1,704857.4
2020-Q1 ,90636.0,4195.1,109462.0,12608.9,167336.4,5712.6,47456.6,799270.4,74271.5,2753206.0,2687463.2,2753206.0,2765873.1,6088.7,44876.0,283369.0,,3237834.4,,57340.0,558411.1,12696.2,33516.7,89450.9,404435.7,10971.9,14979.6,6688.4,2494.0,3258.4,187875.7,92719.0,130914.6,48386.8,48808.9,10544.7,124231.6,11045.4,21868.6,228770.5,683577.1
2020-Q2 ,80466.6,3934.1,96996.0,11996.6,156208.9,5021.5,43244.5,725584.7,69921.8,2443220.9,2382522.7,2443220.9,2454013.3,5768.1,38716.5,233382.0,,2884777.7,,53671.0,484964.2,10858.0,28635.9,84609.2,356553.4,10394.9,14081.3,6203.0,2152.1,2787.8,172195.0,89221.9,118939.7,41076.7,44003.6,9539.6,114313.7,10041.2,20244.7,204261.6,555388.0
2020-Q3 ,89547.1,4069.8,108394.0,12428.8,167050.2,5378.5,46273.4,790267.7,74074.4,2737789.7,2672138.4,2737789.7,2749171.3,6039.2,40956.4,271292.0,,3210130.6,,56340.0,570011.4,11453.4,31994.9,94949.1,406787.2,11033.7,15278.9,6641.2,2469.0,2968.6,183176.5,92292.6,126955.4,47075.2,46749.2,10239.8,122808.4,11213.6,22199.2,237784.3,644269.5
2020-Q4 ,87532.1,4142.4,107953.0,12653.5,167804.9,5656.2,46842.3,796471.2,74468.3,2735902.1,2669668.1,2735902.1,2748259.7,6185.9,42337.5,271946.0,,3214828.3,,56839.0,566318.6,12392.0,32539.8,91007.2,404453.6,11078.8,15115.2,6706.2,2517.5,3105.1,184343.7,92642.8,127165.0,47240.2,49112.9,10402.7,123427.3,10956.9,22365.7,241268.6,
2021-Q1 ,86350.1,4291.0,109909.0,12997.2,168296.5,5824.0,46546.1,786334.3,75439.8,2747946.5,2680466.8,2747946.5,2761123.8,6359.2,43876.3,273029.0,,3233752.2,,56649.0,566598.8,13192.6,32918.7,100034.4,410661.7,11274.5,15686.2,6749.5,2509.5,3311.7,186569.5,92525.3,130115.6,46089.7,49311.4,10749.5,124792.4,11453.0,22315.0,246175.9,
2021-Q2 ,89885.0,4360.5,112027.0,13173.7,172571.8,5871.7,47214.0,803885.8,77975.7,2805486.9,2736944.4,2805486.9,2818651.4,6489.9,44412.8,278745.0,,3300546.1,,57406.0,571517.3,13165.4,33655.6,102929.0,421361.8,11452.6,15841.2,6925.1,2489.8,3321.2,192240.7,92887.9,133386.4,48141.1,49577.0,10855.8,126836.7,11583.1,22704.8,250391.0,
2021-Q3 ,93742.4,4404.6,114485.0,13431.9,176296.6,6056.2,48041.5,809257.1,79025.1,2863794.7,2794095.8,2863794.7,2877292.6,6470.5,45842.4,285208.0,,3367755.6,,58004.0,588568.9,13493.9,34076.8,105963.8,433290.6,11643.5,15906.3,7125.9,2524.9,3452.0,196209.6,96581.5,136136.8,49576.8,50065.9,11070.0,129791.7,11864.5,22846.6,259524.0,
2021-Q4 ,93399.0,4486.8,115351.0,13637.6,176771.3,6174.2,48441.2,809332.8,80331.7,2877801.9,2807487.7,2877801.9,2891659.0,6537.7,46202.5,290880.0,,3390352.6,,58491.0,591748.6,13843.1,34959.1,104133.5,437070.0,11793.4,16272.7,7115.5,2548.2,3536.4,197593.1,96600.7,138896.4,50515.6,50428.6,11202.8,132174.7,12005.6,22963.1,263590.6,
2022-Q1 ,93931.7,4524.5,115486.0,13727.5,176652.7,6213.3,48720.6,817446.9,79429.9,2896525.8,2825905.7,2896525.8,2910738.1,6534.3,47257.5,291637.0,,3413918.4,,58312.0,591015.5,14212.8,35444.1,109180.1,437703.7,11842.5,16266.6,7201.2,2554.2,3592.5,198558.4,95887.3,143318.0,51682.5,51753.2,11213.5,130831.6,12006.7,23038.3,264151.4,
2022-Q2 ,95843.3,4594.2,116291.0,13836.4,178231.1,6248.7,48796.8,816387.7,80461.3,2919918.4,2849303.0,2919918.4,2934242.0,6456.2,47456.7,298888.0,,3438630.5,,58580.0,593212.4,14332.9,35802.5,112188.4,444004.1,11776.7,16212.5,7206.6,2579.3,3668.7,201978.7,96958.6,141945.9,51711.9,51496.6,11287.8,132112.7,12070.2,23055.7,267887.5,
2022-Q3 ,95714.4,4542.8,116655.0,13924.6,178696.9,6314.7,48684.8,819338.2,80848.7,2933575.4,2862805.4,2933575.4,2947834.5,6414.8,47703.1,300474.0,,3454350.8,,58522.0,596544.0,14283.7,35406.2,115532.3,445526.6,11856.7,16251.5,7159.0,2575.9,3678.5,202363.0,98816.8,142526.0,51966.0,51715.3,11210.2,133026.0,12062.3,23135.3,269340.0,
2022-Q4 ,95504.6,4599.9,116938.0,14006.3,178852.9,6360.0,48511.7,816009.5,80574.8,2930900.6,2860006.9,2930900.6,2945197.9,6329.0,48139.5,301950.0,,3447809.7,,58215.0,596250.1,14298.7,35153.1,115734.4,445716.7,11816.5,15875.1,7201.5,2587.3,3783.6,203610.1,98138.9,140440.1,52230.2,52646.7,11289.2,131744.6,12112.5,23189.9,272433.5,
2023-Q1 ,95616.9,4601.6,117421.0,14055.0,179357.8,6408.2,48565.9,816860.6,81565.6,2947960.4,2862883.1,2933527.1,2947960.4,6281.8,48163.7,303474.0,,3452970.5,,58130.0,596528.3,14436.5,35059.3,111845.0,447870.5,11587.7,16010.5,7187.6,2592.6,3818.8,202661.7,98377.3,141473.5,52992.9,52273.9,11316.0,132707.4,12153.9,23237.6,271746.7,
2023-Q2 ,94376.5,4647.5,117812.0,14112.8,179032.7,6379.7,48683.5,817087.5,81107.1,2951870.0,2866016.1,2937213.0,2951870.0,6262.8,48694.8,305002.0,,3456771.0,,58336.0,600456.6,14649.9,35046.5,111695.2,446755.1,11863.7,15980.8,7167.4,2603.5,3848.1,201820.3,97912.7,141361.7,53039.4,52957.4,11463.1,131799.0,12285.8,23340.7,280731.8,
2023-Q3 ,94076.3,4846.9,118261.0,14168.6,179485.1,6465.6,48293.8,817011.9,81424.1,2948233.8,2862204.4,2933531.8,2948233.8,6214.7,48702.3,306204.0,,3454929.3,,57675.0,600279.1,14716.3,35321.9,108902.5,447810.0,11859.7,15957.9,7173.4,2608.3,3935.4,201276.6,97428.9,142903.8,52935.4,53365.6,11628.3,131664.6,12288.3,23398.5,281496.9,
2023-Q4 ,94120.8,,118674.0,14233.5,180000.2,6501.6,48409.2,814666.6,83039.4,2949422.5,2863159.8,2934714.5,2949422.5,6169.7,,308112.0,,3458453.8,,57272.0,600167.4,14908.6,35321.0,105179.0,448551.1,11844.9,,7227.5,,3946.1,201915.4,,142883.0,53357.0,53172.9,11734.4,131586.3,12422.2,23473.2,,
