Date,AT,BA,BE,BG,CH,CY,CZ,DE,DK,EA,EA12,EA19,EA20,EE,EL,ES,EU15,EU27_2020,EU28,FI,FR,HR,HU,IE,IT,LT,LU,LV,MK,MT,NL,NO,PL,PT,RO,RS,SE,SI,SK,TR,UK
1975-Q1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269070.7
1975-Q2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264651.9
1975-Q3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263746.8
1975-Q4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266770.9
1976-Q1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270992.8
1976-Q2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270545.0
1976-Q3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273932.0
1976-Q4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279742.8
1977-Q1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279822.4
1977-Q2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277878.7
1977-Q3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279814.3
1977-Q4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284614.8
1978-Q1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33402.4,,,,,,,,,287153.4
1978-Q2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33850.1,,,,,,,,,290498.5
1978-Q3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34186.8,,,,,,,,,294492.4
1978-Q4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34224.1,,,,,,,,,297163.1
1979-Q1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34316.8,,,,,,,,,296108.3
1979-Q2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35163.3,,,,,,,,,309188.1
1979-Q3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35923.3,,,,,,,,,302325.2
1979-Q4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36191.8,,,,,,,,,305523.3
1980-Q1 ,,,,,84611.0,,,,,,,,,,,,,,,,294593.6,,,,,,,,,,,37608.7,,,,,,,,,302623.3
1980-Q2 ,,,,,84742.5,,,,,,,,,,,,,,,,292295.1,,,,,,,,,,,36968.2,,,,,,,,,296569.7
1980-Q3 ,,,,,85174.3,,,,,,,,,,,,,,,,292632.5,,,,,,,,,,,36414.8,,,,,,,,,296277.0
1980-Q4 ,,,,,85666.8,,,,,,,,,,,,,,,,292116.8,,,,,,,,,,,37066.2,,,,,,,,,293031.6
1981-Q1 ,,,,,85633.0,,,,,,,,,,,,,,,,293114.9,,,,,,,,,,,37706.8,,,,,,,,,292663.4
1981-Q2 ,,,,,86611.8,,,,,,,,,,,,,,,,295125.8,,,,,,,,,,,37836.8,,,,,,,,,293262.3
1981-Q3 ,,,,,86912.6,,,,,,,,,,,,,,,,297083.1,,,,,,,,,,,37444.3,,,,,,,,,296421.3
1981-Q4 ,,,,,86586.5,,,,,,,,,,,,,,,,298809.8,,,,,,,,,,,37436.5,,,,,,,,,296792.2
1982-Q1 ,,,,,85987.2,,,,,,,,,,,,,,,,301307.7,,,,,,,,,,,37671.8,,,,,,,,,297369.5
1982-Q2 ,,,,,85427.6,,,,,,,,,,,,,,,,303468.2,,,,,,,,,,,37675.0,,,,,,,,,300539.3
1982-Q3 ,,,,,84976.6,,,,,,,,,,,,,,,,303337.7,,,,,,,,,,,37665.7,,,,,,,,,301317.6
1982-Q4 ,,,,,84718.8,,,,,,,,,,,,,,,,305194.6,,,,,,,,,,,37765.8,,,,,,,,,303435.3
1983-Q1 ,,,,,85421.7,,,,,,,,,,,,,,,,306367.7,,,,,,,,,,,38701.3,,,,,,,,,308991.2
1983-Q2 ,,,,,85496.7,,,,,,,,,,,,,,,,306449.9,,,,,,,,,,,39053.9,,,,,,,,,311633.6
1983-Q3 ,,,,,85939.3,,,,,,,,,,,,,,,,306877.3,,,,,,,,,,,39500.7,,,,,,,,,315044.8
1983-Q4 ,,,,,86315.0,,,,,,,,,,,,,,,,308685.8,,,,,,,,,,,39512.9,,,,,,,,,317766.8
1984-Q1 ,,,,,87187.3,,,,,,,,,,,,,,,,309923.1,,,,,,,,,,,40736.3,,,,,,,,,319966.8
1984-Q2 ,,,,,87640.9,,,,,,,,,,,,,,,,311342.9,,,,,,,,,,,40945.2,,,,,,,,,317165.2
1984-Q3 ,,,,,89059.1,,,,,,,,,,,,,,,,313389.3,,,,,,,,,,,41925.8,,,,,,,,,319216.8
1984-Q4 ,,,,,89811.7,,,,,,,,,,,,,,,,313124.5,,,,,,,,,,,42649.7,,,,,,,,,325529.4
1985-Q1 ,,,,,90983.2,,,,,,,,,,,,,,,,314041.6,,,,,,,,,,,43637.4,,,,,,,,,328198.8
1985-Q2 ,,,,,91579.6,,,,,,,,,,,,,,,,316796.0,,,,,,,,,,,43139.1,,,,,,,,,335149.4
1985-Q3 ,,,,,91738.0,,,,,,,,,,,,,,,,318472.3,,,,,,,,,,,44179.1,,,,,,,,,335442.1
1985-Q4 ,,,,,92530.5,,,,,,,,,,,,,,,,319996.1,,,,,,,,,,,44534.4,,,,,,,,,336252.7
1986-Q1 ,,,,,92898.8,,,,,,,,,,,,,,,,321058.4,,,,,,,,,,,45491.1,,,,,,,,,340065.9
1986-Q2 ,,,,,93558.3,,,,,,,,,,,,,,,,324489.2,,,,,,,,,,,44977.6,,,,,,,,,342589.6
1986-Q3 ,,,,,93591.5,,,,,,,,,,,,,,,,326122.3,,,,,,,,,,,45952.5,,,,,,,,,344148.9
1986-Q4 ,,,,,93518.8,,,,,,,,,,,,,,,,326471.1,,,,,,,,,,,46162.3,,,,,,,,,350296.9
1987-Q1 ,,,,,93546.0,,,,,,,,,,,,,,,,326859.2,,,,,,,,,,,46152.0,,,,,,,,,353553.0
1987-Q2 ,,,,,94277.8,,,,,,,,,,,,,,,,331781.7,,,,,,,,,,,46995.2,,,,,,,,,358739.4
1987-Q3 ,,,,,95371.9,,,,,,,,,,,,,,,,334006.6,,,,,,,,,,,45972.6,,,,,,,,,367455.6
1987-Q4 ,,,,,96133.2,,,,,,,,,,,,,,,,338942.5,,,,,,,,,,,46665.3,,,,,,,,,371616.8
1988-Q1 ,,,,,96551.7,,,,,,,,,,,,,,,,343101.4,,,,,,,,,,,46598.3,,,,,,,,,378239.6
1988-Q2 ,,,,,97086.1,,,,,,,,,,,,,,,,345985.5,,,,,,,,,,,46004.4,,,,,,,,,380469.3
1988-Q3 ,,,,,98131.2,,,,,,,,,,,,,,,,350396.4,,,,,,,,,,,46326.7,,,,,,,,,386263.9
1988-Q4 ,,,,,100012.9,,,,,,,,,,,,,,,,353274.1,,,,,,,,,,,46381.7,,,,,,,,,389590.2
1989-Q1 ,,,,,100471.7,,,,,,,,,,,,,,,,357387.4,,,,,,,,,,,46213.4,,,,,,,,,391307.3
1989-Q2 ,,,,,102053.0,,,,,,,,,,,,,,,,361748.4,,,,,,,,,,,46664.8,,,,,,,,,393883.6
1989-Q3 ,,,,,102666.6,,,,,,,,,,,,,,,,365776.6,,,,,,,,,,,47041.6,,,,,,,,,394276.1
1989-Q4 ,,,,,103950.6,,,,,,,,,,,,,,,,370983.2,,,,,,,,,,,47315.2,,,,,,,,,394651.1
1990-Q1 ,,,,,106151.2,,,,,,,,,,,,,,,35966.0,372061.0,,,,,,,,,,,47327.6,,,,,,,,,397311.0
1990-Q2 ,,,,,106470.2,,,,,,,,,,,,,,,35471.0,374003.8,,,,,,,,,,,47751.4,,,,,,,,,399351.8
1990-Q3 ,,,,,106027.5,,,,,,,,,,,,,,,34711.0,376230.8,,,,,,,,,,,47361.4,,,,,,,,,395182.5
1990-Q4 ,,,,,105683.0,,,,,,,,,,,,,,,34512.0,375594.7,,,,,,,,,,,48412.6,,,,,,,,,393822.9
1991-Q1 ,,,,,105973.2,,,557517.0,,,,,,,,,,,,33839.0,376434.9,,,,,,,,,,,49000.7,,,,,,,,,392673.7
1991-Q2 ,,,,,104799.3,,,554566.3,,,,,,,,,,,,33434.0,377701.1,,,,,,,,,,,49213.3,,,,,,,,,392178.6
1991-Q3 ,,,,,104663.7,,,553355.8,,,,,,,,,,,,32746.0,379012.0,,,,,,,,,,,49113.4,,,,,,,,,391322.1
1991-Q4 ,,,,,104953.2,,,560467.6,,,,,,,,,,,,32362.0,381164.5,,,,,,,,,,,49412.3,,,,,,,,,392001.9
1992-Q1 ,,,,,105819.5,,,569054.1,,,,,,,,,,,,32466.0,384252.0,,,,,,,,,,,50579.3,,,,,,,,,392030.3
1992-Q2 ,,,,,105619.2,,,564666.3,,,,,,,,,,,,32101.0,384784.7,,,,,,,,,,,50797.9,,,,,,,,,391567.6
1992-Q3 ,,,,,104552.8,,,563682.8,,,,,,,,,,,,31839.0,384103.1,,,,,,,,,,,51350.3,,,,,,,,,394061.6
1992-Q4 ,,,,,103788.5,,,561867.2,,,,,,,,,,,,31614.0,383692.9,,,,,,,,,,,51044.5,,,,,,,,,396806.5
1993-Q1 ,,,,,103647.2,,,557800.7,,,,,,,,,,,,31688.0,381271.3,,,,,,,,,,,51028.2,,,,,62835.7,,,,399676.9
1993-Q2 ,,,,,104795.2,,,557649.3,,,,,,,,,,,,31627.0,380969.5,,,,,,,,,,,51759.6,,,,,63667.9,,,,401658.3
1993-Q3 ,,,,,105148.5,,,560902.4,,,,,,,,,,,,31808.0,381349.5,,,,,,,,,,,52613.5,,,,,64171.9,,,,404822.7
1993-Q4 ,,,,,105583.0,,,560524.2,,,,,,,,,,,,32048.0,382655.3,,,,,,,,,,,54168.5,,,,,64358.2,,,,407509.6
1994-Q1 ,,,,,106254.2,,,568297.9,,,,,,,,,,,,32261.0,385147.9,,,,,,,,,,,54124.0,,,,,65103.0,,,,412300.7
1994-Q2 ,,,,,105216.3,,,569659.6,,,,,,,,,,,,32541.0,388987.3,,,,,,,,,,,55166.4,,,,,65763.4,,,,417112.1
1994-Q3 ,,,,,106277.6,,,573593.5,,,,,,,,,,,,33284.0,392450.2,,,,,,,,,,,54544.1,,,,,66311.4,,,,421878.9
1994-Q4 ,,,,,106880.1,,,580553.5,,,,,,,,,,,,34122.0,396003.2,,,,,,,,,,,56329.7,,,,,67509.9,,,,424437.7
1995-Q1 ,59816.6,,71086.0,6633.3,106237.8,2820.7,25528.4,578473.1,51022.7,1879152.6,1917417.0,1948181.2,1955925.5,2325.8,39213.6,177501.0,2465459.7,2198099.8,2625828.4,33840.0,397293.8,7520.9,17914.7,23309.0,373226.4,3950.9,6788.3,2785.4,,,,56319.7,47438.9,35220.1,23741.8,4888.0,68385.3,5922.6,8931.0,,424488.1
1995-Q2 ,60197.2,,71385.0,7414.8,106556.2,2877.9,26011.5,582709.9,50876.7,1889741.6,1928350.0,1959388.5,1967129.2,2302.8,39585.2,178613.0,2478214.4,2211164.8,2640534.4,34749.0,399812.3,7501.3,17878.8,23587.7,374397.7,4035.0,6859.5,2797.7,,,,56726.9,48327.7,35635.4,23743.0,5058.0,68684.6,5953.4,9079.9,,426087.5
1995-Q3 ,60432.3,,71813.0,7451.5,107137.5,2867.5,26339.1,583769.1,51088.9,1896323.4,1935132.4,1966241.7,1973820.9,2295.0,39798.1,179336.0,2488949.8,2219561.5,2652514.7,34592.0,400447.1,7286.4,17874.3,23766.8,373621.1,4035.5,6930.8,2767.3,,,,57836.2,49701.1,35790.0,23514.6,4727.2,68887.9,5973.1,9132.0,,430155.6
1995-Q4 ,60944.5,,71961.0,8111.6,107086.5,2846.2,26528.3,583996.1,51462.7,1902798.6,1941819.9,1973125.7,1981132.4,2321.9,40028.6,180677.0,2497610.7,2228739.0,2662428.7,34609.0,400302.5,7809.6,17801.8,24142.8,376846.3,4118.1,7005.0,2778.0,,,,58430.5,50302.3,36032.5,22499.7,4440.2,69731.3,5991.6,9306.2,,430956.6
1996-Q1 ,61188.5,,71816.0,8203.5,107366.7,2897.4,27006.3,579210.8,51470.4,1904850.1,1944064.0,1975630.8,1983840.5,2342.7,40245.9,181754.0,2502761.7,2234160.5,2670411.3,35233.0,403285.7,8072.6,17943.9,25142.6,379564.8,4170.9,7088.2,2770.9,,,119388.3,59642.8,51368.5,36317.1,24566.2,4994.1,70196.8,6054.0,9463.7,,433450.0
1996-Q2 ,61705.8,,72320.0,8111.6,107079.4,2884.0,27186.1,587078.9,52864.3,1918615.0,1958061.9,1989823.4,1997987.7,2382.6,40476.9,183107.0,2519276.9,2250283.4,2688285.0,35511.0,403868.8,7998.5,17805.4,25479.8,379583.0,4157.5,6590.7,2766.5,,,120719.4,59574.9,52406.9,36752.7,24972.1,5087.1,69613.0,6090.6,9574.8,,434954.9
1996-Q3 ,61893.1,,72653.0,7720.5,106969.6,2874.9,27326.2,589045.9,53013.8,1927419.6,1967358.6,1999541.0,2007518.4,2458.4,41027.4,184678.0,2533521.3,2260189.7,2702806.5,35717.0,405530.4,7750.8,17773.3,25248.0,380006.1,4293.7,7102.0,2864.5,,,122409.6,61222.4,52975.7,37251.4,23944.8,5072.9,69826.3,6170.2,9815.1,,439987.1
1996-Q4 ,62010.2,,73226.0,7558.1,107520.2,2898.3,27338.0,593433.9,53031.8,1936410.0,1976746.4,2009347.5,2017631.9,2508.4,41462.1,185641.0,2548929.0,2269661.5,2717677.5,36386.0,406874.8,8121.7,17998.9,25606.9,378837.9,4324.9,7197.8,3015.3,,,123279.8,60402.9,51134.2,37356.6,23636.6,5159.5,70436.9,6280.3,10008.5,,445943.1
1997-Q1 ,62343.4,,73960.0,6792.3,108629.1,2912.7,27215.7,590350.8,53697.4,1941016.9,1981534.9,2014369.2,2022745.3,2599.3,41698.8,187535.0,2562641.4,2278609.1,2734434.7,36815.0,408162.7,8223.5,18179.1,26953.1,379992.7,4405.4,7243.2,2989.6,,,124624.8,62300.7,54348.7,37971.0,23451.8,5210.1,71085.2,6309.6,10107.1,,454428.8
