,gdp_total,imports_goods_services,household_cons,gov_consumption,investments,gpd_invest_business_households,gov_invest,change_supply,exports_goods_services,BeloningSeizoengecorrigeerd_2,Loonkosten_7,BeloningVanWerknemers_8,Bankruptcies_monthly,BusinessOutlook_Industry_monthly,BusinessOutlook_Retail_monthly,Consumentenvertrouwen_1_monthly,EconomischKlimaat_2_monthly,Koopbereidheid_3_monthly,EconomischeSituatieLaatste12Maanden_4_monthly,EconomischeSituatieKomende12Maanden_5_monthly,FinancieleSituatieLaatste12Maanden_6_monthly,FinancieleSituatieKomende12Maanden_7_monthly,GunstigeTijdVoorGroteAankopen_8_monthly,CPI_1_monthly,CPIAfgeleid_2_monthly,MaandmutatieCPI_3_monthly,MaandmutatieCPIAfgeleid_4_monthly,ProducerConfidence_1_monthly,ExpectedActivity_2_monthly,CHN_monthly,JPN_monthly,FRA_monthly,USA_monthly,DEU_monthly,CAN_monthly,G20_monthly,IMP_advanceEconomies_monthly,EXP_advancedEconomies_monthly,IMP_EuroArea_monthly,Exp_EuroArea_monthly,InterestRatesNLD_monthly,M3_1_monthly,M3_2_monthly,M1_monthly,EA_monthly,US_monthly,UK_monthly,AEX_close_monthly
1998-10-01,133202.0,61585.0,67424.0,30154.0,28161.0,23383.0,4706.0,415.0,68529.0,49114.0,45626.0,7.5,436.6666666666667,,,29.0,33.333333333333336,26.0,43.666666666666664,22.666666666666668,24.0,26.0,28.333333333333332,71.85333333333334,76.01666666666667,0.3333333333333333,0.3666666666666667,1.9666666666666668,10.866666666666667,98.88907999999999,97.16270999999999,100.6819,99.87077666666666,100.09657666666668,98.45561666666667,98.75175666666667,,,,,,298694.0,281747.6666666667,99338.66666666667,3.936666666666667,5.621933333333334,7.667366666666666,491.6141053333333
1999-01-01,134421.0,62328.0,68283.0,30269.0,28125.0,23248.0,4810.0,-1.0,69878.0,49966.0,48186.0,6.9,349.3333333333333,,,12.666666666666666,-2.3333333333333335,22.0,17.333333333333332,-22.0,22.666666666666668,20.333333333333332,24.0,72.34333333333332,76.54333333333334,-0.033333333333333326,-0.033333333333333326,-1.8666666666666665,5.6000000000000005,99.24393666666667,97.46399000000001,100.13297,99.88063666666666,99.52207666666668,98.53548666666667,98.77490333333333,,,,,,299472.6666666667,282737.6666666667,103412.0,3.6233333333333335,5.274633333333333,6.885133333333333,496.15797933333334
1999-04-01,136662.0,64021.0,69437.0,30346.0,29657.0,24457.0,5135.0,-465.0,71498.0,51051.0,48761.0,7.7,334.0,,,12.666666666666666,0.0,21.0,15.666666666666666,-15.666666666666666,20.333333333333332,23.0,20.0,72.7,76.53666666666668,0.5,0.3333333333333333,-2.533333333333333,6.5,99.55663,98.47911666666668,99.84535999999999,100.43716666666667,99.34945666666665,99.31220333333333,99.41792,,,,,,306248.0,289986.0,109767.0,3.090733333333333,5.002233333333334,5.625533333333333,535.0466716666666
1999-07-01,138183.0,65869.0,70516.0,30449.0,29776.0,24448.0,5272.0,-376.0,73476.0,51901.0,57596.0,7.8,323.0,,,15.666666666666666,2.0,24.666666666666668,13.666666666666666,-9.666666666666666,22.666666666666668,25.0,26.333333333333332,73.32000000000001,77.19666666666667,-0.06666666666666667,-0.06666666666666667,-1.5333333333333332,7.8,100.21640333333333,99.58537999999999,100.25254333333334,100.93053333333334,99.59426,99.84714333333334,100.25193,,,,,,321471.0,304909.3333333333,117427.66666666667,2.634066666666667,5.067066666666666,5.295866666666666,562.9233399999999
1999-10-01,140086.0,67659.0,71260.0,30758.0,30799.0,25256.0,5488.0,606.0,74151.0,52840.0,49081.0,7.6,300.0,,,22.333333333333332,17.0,26.0,24.333333333333332,9.666666666666666,24.333333333333332,28.333333333333332,25.666666666666668,73.44,77.31333333333333,0.3,0.26666666666666666,-0.20000000000000004,8.299999999999999,100.27733333333333,100.40603333333333,101.24086666666666,101.18193333333333,100.20733666666666,100.11590000000001,100.8787,,,,,,328961.3333333333,312441.0,118182.66666666667,2.6994000000000002,5.441666666666666,5.277233333333334,557.5466716666666
2000-01-01,142056.0,69855.0,71707.0,31042.0,31682.0,26205.0,5397.0,391.0,76853.0,53889.0,51966.0,7.7,323.0,,,34.0,37.333333333333336,32.0,46.666666666666664,27.666666666666668,29.333333333333332,34.0,32.0,73.83666666666666,77.72,-0.033333333333333326,-0.033333333333333326,3.9666666666666663,13.566666666666668,99.87880333333334,100.98903333333334,102.06823333333334,101.33120000000001,100.96300000000001,100.5366,101.31113333333333,,,,,,331018.0,314437.6666666667,118777.33333333333,3.4298,6.137066666666667,5.984466666666666,615.1133216666667
2000-04-01,142941.0,71275.0,72738.0,31237.0,30736.0,25273.0,5398.0,-196.0,79370.0,55575.0,53199.0,9.0,340.0,,,35.333333333333336,41.333333333333336,32.0,52.666666666666664,29.666666666666668,30.333333333333332,33.666666666666664,32.0,74.07,77.71333333333332,0.43333333333333335,0.3333333333333333,3.1333333333333333,9.4,99.76867333333333,101.3994,102.65286666666667,101.29106666666667,101.6016,100.99523333333333,101.56086666666666,74.66666666666667,70.33333333333333,80.86666666666666,74.83333333333333,,343423.0,327061.3333333333,124886.0,3.5422999999999996,6.111999999999999,6.200833333333333,646.3166706666667
2000-07-01,144537.0,73740.0,72962.0,31504.0,31371.0,25890.0,5410.0,420.0,81700.0,56200.0,62382.0,8.3,340.3333333333333,,,34.666666666666664,42.0,30.0,52.666666666666664,31.0,29.333333333333332,31.0,29.333333333333332,74.91333333333334,78.58999999999999,0.13333333333333333,0.13333333333333333,4.3999999999999995,10.166666666666666,99.40639666666668,101.4225,103.0244,100.93583333333333,102.1191,101.149,101.42426666666665,77.23333333333333,72.36666666666666,82.96666666666667,77.16666666666667,,352367.3333333333,335656.3333333333,129494.33333333333,4.263,6.619233333333334,6.275633333333334,663.0066733333333
2000-10-01,145730.0,74662.0,73558.0,31878.0,31144.0,25720.0,5357.0,-564.0,84000.0,57156.0,53140.0,8.2,387.3333333333333,,,31.0,33.333333333333336,30.0,43.333333333333336,23.333333333333332,29.0,29.666666666666668,30.333333333333332,75.27333333333333,78.95333333333333,0.43333333333333335,0.43333333333333335,4.433333333333334,7.766666666666667,98.46456,101.15766666666667,103.04216666666666,100.36810000000001,102.32459999999999,100.81853333333333,100.9411,78.83333333333333,74.03333333333333,84.6,78.89999999999999,,348894.3333333333,332360.6666666667,128655.0,4.7376000000000005,6.699166666666667,6.205233333333333,673.0733443333334
2001-01-01,147624.0,78435.0,74029.0,32037.0,31666.0,25740.0,5888.0,-460.0,88461.0,57834.0,55762.0,7.3,431.6666666666667,,,31.0,30.0,31.0,39.0,20.666666666666668,29.666666666666668,31.0,33.0,75.96333333333332,79.67666666666666,-0.13333333333333333,-0.13333333333333333,4.5,9.5,97.50862,100.75760000000001,102.74083333333333,99.47331333333334,101.93286666666667,99.80612666666667,100.15466666666667,80.46666666666665,75.66666666666667,87.83333333333333,81.93333333333334,,358672.3333333333,342323.6666666667,132012.33333333334,5.024166666666666,6.691733333333333,6.068133333333333,656.0266523333333
2001-04-01,147784.0,77310.0,74157.0,32844.0,31448.0,25640.0,5760.0,1144.0,85247.0,58757.0,56158.0,5.6,450.3333333333333,,,20.0,11.333333333333334,25.666666666666668,27.0,-4.333333333333333,29.333333333333332,25.666666666666668,22.666666666666668,76.99666666666667,79.94333333333333,0.9,0.5666666666666668,0.3666666666666667,5.266666666666667,97.05735666666668,100.16024666666665,102.05343333333333,98.54365666666666,100.82543333333335,98.80863666666666,99.27696666666667,78.93333333333334,74.76666666666667,85.86666666666667,81.66666666666667,,370726.6666666667,355161.3333333333,126711.33333333333,4.745033333333333,5.3368,5.717866666666667,598.5566606666666
2001-07-01,148532.0,76332.0,74672.0,32994.0,31750.0,25898.0,5805.0,731.0,84505.0,59294.0,65887.0,5.6,470.3333333333333,,,4.0,-20.666666666666668,20.0,-6.0,-35.333333333333336,28.0,18.333333333333332,14.333333333333334,78.20333333333333,81.19333333333333,0.16666666666666666,0.16666666666666666,-3.1333333333333333,4.5,96.89143666666666,99.49080666666667,100.98259999999999,98.23461000000002,99.45332,98.38700999999999,98.73253333333332,76.86666666666666,73.13333333333334,84.86666666666666,80.83333333333333,,384786.6666666667,369466.3333333333,134380.66666666666,4.590766666666667,4.1839,5.303866666666667,583.9133503333334
2001-10-01,148790.0,76665.0,74962.0,33151.0,31410.0,25499.0,5879.0,1059.0,84708.0,60377.0,56100.0,5.6,507.3333333333333,,,-2.3333333333333335,-31.666666666666668,17.0,-25.0,-38.0,23.333333333333332,17.333333333333332,10.333333333333334,78.49333333333334,81.51333333333334,0.5,0.5,-4.533333333333333,4.366666666666667,96.66848666666665,98.84630333333332,99.73053,98.10990666666667,98.42622999999999,98.36290000000001,98.40639333333333,75.39999999999999,71.73333333333333,83.06666666666666,79.89999999999999,,378298.3333333333,364417.3333333333,134069.33333333334,4.267833333333333,3.450566666666667,4.9935,508.7399903333333
2002-01-01,149270.0,75012.0,75509.0,33311.0,31969.0,25872.0,6069.0,-583.0,83855.0,60656.0,58550.0,5.0,516.6666666666666,,,-2.6666666666666665,-35.0,19.333333333333332,-27.666666666666668,-42.0,26.0,20.333333333333332,11.333333333333334,79.00333333333333,82.03333333333335,-0.16666666666666666,-0.16666666666666666,-8.0,0.13333333333333333,96.93888,98.51994,99.08910666666667,98.31401333333334,98.28778333333332,99.07119999999999,98.50402666666666,75.2,71.43333333333334,82.66666666666667,79.23333333333333,,395910.3333333333,385306.3333333333,143496.66666666666,3.4435000000000002,2.142466666666667,4.1585,486.593333
2002-04-01,148359.0,75874.0,75454.0,34003.0,31149.0,24878.0,6266.0,-686.0,84188.0,62199.0,59253.0,5.5,542.6666666666666,,,2.3333333333333335,-17.0,14.666666666666666,-36.333333333333336,2.0,20.0,25.333333333333332,-0.6666666666666666,79.90333333333332,82.91333333333334,0.7000000000000001,0.6666666666666666,-5.166666666666667,4.766666666666667,97.75703333333333,98.78867666666667,99.27761,99.12324,98.94079666666666,100.30796666666667,99.13535999999999,76.33333333333333,72.60000000000001,82.63333333333334,80.03333333333335,,415644.3333333333,403600.3333333333,146752.33333333334,3.3622333333333336,1.9039000000000001,4.076666666666667,509.01334633333335
