,Bankruptcies,BusinessOutlook_Industry,BusinessOutlook_Retail,Consumentenvertrouwen_1,EconomischKlimaat_2,Koopbereidheid_3,EconomischeSituatieLaatste12Maanden_4,EconomischeSituatieKomende12Maanden_5,FinancieleSituatieLaatste12Maanden_6,FinancieleSituatieKomende12Maanden_7,GunstigeTijdVoorGroteAankopen_8,CPI_1,CPIAfgeleid_2,MaandmutatieCPI_3,MaandmutatieCPIAfgeleid_4,ProducerConfidence_1,ExpectedActivity_2,CHN,JPN,FRA,USA,DEU,CAN,G20,IMP_advanceEconomies,EXP_advancedEconomies,IMP_EuroArea,Exp_EuroArea,InterestRatesNLD,M3_1,M3_2,M1,EA,US,UK,AEX_close
2003-02-01,639.0,,,-32.0,-59.0,-14.0,-83.0,-36.0,-17.0,4.0,-30.0,81.75,84.58,0.6,0.6,-9.4,-1.6,100.962,99.33604,97.54858,97.77245,98.45518,98.72492,98.65523,80.2,75.4,85.9,82.6,4.69,450733.0,435140.0,149699.0,2.6875,1.3433,3.7542,266.209991
2003-03-01,620.0,,,-34.0,-62.0,-16.0,-84.0,-40.0,-18.0,3.0,-33.0,82.53,85.39,1.0,1.0,-9.4,-0.3,101.14,99.40372,97.36755,97.80661,98.54081,98.62247,98.64395,81.2,75.0,86.8,81.2,4.55,461672.0,445628.0,153386.0,2.53,1.2862,3.655,248.539993
2003-04-01,794.0,,,-35.0,-61.0,-18.0,-82.0,-39.0,-19.0,2.0,-36.0,82.61,85.47,0.1,0.1,-7.9,4.7,101.2669,99.49551,97.27661,97.93738,98.65149,98.60746,98.6973,80.9,75.3,85.6,81.3,4.55,464968.0,448695.0,153175.0,2.5333,1.3005,3.646,282.630005
2003-05-01,757.0,,,-34.0,-56.0,-19.0,-81.0,-32.0,-22.0,3.0,-37.0,82.55,85.42,-0.1,-0.1,-9.7,-2.5,101.3319,99.61398,97.27918,98.15965,98.80556,98.68531,98.81063,80.8,75.4,86.2,82.2,4.57,473161.0,456267.0,159416.0,2.4005,1.2843,3.6325,280.570007
2003-06-01,737.0,,,-34.0,-54.0,-20.0,-81.0,-28.0,-24.0,2.0,-38.0,82.17,85.02,-0.5,-0.5,-12.2,-4.8,101.3657,99.75234,97.36335,98.44695,99.02492,98.84958,98.9804,81.0,74.8,85.7,81.3,4.34,469353.0,452100.0,158359.0,2.1519,1.1225,3.6397,291.549988
2003-07-01,757.0,,,-36.0,-57.0,-22.0,-83.0,-31.0,-24.0,-1.0,-40.0,82.24,85.19,0.1,0.2,-9.8,1.4,101.3836,99.9002,97.51293,98.7849,99.28701,99.09745,99.19463,81.8,76.5,86.6,83.2,4.26,470078.0,452496.0,154359.0,2.13,1.1095,3.4902,317.48999
2003-08-01,596.0,,,-33.0,-50.0,-22.0,-81.0,-20.0,-26.0,0.0,-40.0,82.5,85.45,0.3,0.3,-9.6,0.8,101.4107,100.0602,97.70047,99.16252,99.56419,99.39523,99.44387,80.0,75.9,84.1,82.1,4.3,471110.0,453234.0,155247.0,2.1404,1.1351,3.5225,329.410004
2003-09-01,869.0,,,-33.0,-48.0,-23.0,-82.0,-15.0,-26.0,-2.0,-40.0,83.31,86.29,1.0,1.0,-7.9,4.7,101.4591,100.2231,97.91553,99.56779,99.8236,99.72238,99.71722,82.6,78.1,86.3,84.6,4.4,469476.0,451638.0,156557.0,2.1473,1.1425,3.6967,306.779999
2003-10-01,805.0,,,-32.0,-47.0,-22.0,-81.0,-14.0,-25.0,-2.0,-38.0,83.08,86.06,-0.3,-0.3,-6.3,3.8,101.5177,100.3586,98.15226,99.97891,100.0484,100.0454,99.99089,84.0,79.3,88.6,85.8,4.47,478319.0,460181.0,156133.0,2.1436,1.1584,3.8034,330.220001
2003-11-01,786.0,,,-27.0,-38.0,-20.0,-73.0,-2.0,-26.0,-1.0,-34.0,82.87,85.84,-0.3,-0.3,-6.6,1.9,101.5736,100.4602,98.3994,100.3624,100.2152,100.3442,100.2372,84.9,79.7,90.0,86.1,4.51,478009.0,459351.0,156059.0,2.159,1.1723,3.9804,332.190002
2003-12-01,731.0,,,-25.0,-33.0,-19.0,-69.0,2.0,-24.0,0.0,-33.0,82.34,85.29,-0.6,-0.6,-4.6,7.2,101.5871,100.5349,98.6268,100.6847,100.3137,100.5973,100.4327,85.9,80.6,89.7,87.1,4.51,478391.0,458870.0,156075.0,2.1463,1.1703,4.0186,337.649994
2004-01-01,732.0,,,-27.0,-37.0,-20.0,-75.0,0.0,-24.0,-3.0,-32.0,82.35,85.09,0.0,-0.2,-4.4,6.6,101.5366,100.5942,98.8223,100.9281,100.3672,100.7941,100.567,85.0,79.6,88.3,85.5,4.39,485366.0,465359.0,153871.0,2.0895,1.1282,4.0553,353.309998
2004-02-01,768.0,,,-20.0,-23.0,-17.0,-61.0,15.0,-23.0,1.0,-31.0,82.72,85.47,0.4,0.4,-5.7,0.5,101.4388,100.6442,98.98495,101.0741,100.4056,100.9185,100.6398,86.5,81.9,90.7,88.1,4.38,485829.0,465544.0,151932.0,2.0706,1.1241,4.1665,356.589996
2004-03-01,902.0,,,-19.0,-20.0,-19.0,-54.0,15.0,-23.0,1.0,-34.0,83.44,86.14,0.9,0.8,-4.7,3.7,101.2703,100.6985,99.12271,101.1392,100.4382,100.9686,100.6601,87.7,82.4,90.5,88.4,4.21,485378.0,464815.0,153506.0,2.0288,1.1122,4.2967,338.869995
2004-04-01,739.0,,,-20.0,-21.0,-19.0,-54.0,12.0,-24.0,2.0,-34.0,83.71,86.31,0.3,0.2,-3.8,3.8,101.0424,100.7492,99.23933,101.1379,100.4604,100.9442,100.6407,89.1,83.5,92.9,90.1,4.06,484829.0,463788.0,153209.0,2.0488,1.1519,4.3947,341.410004
2004-05-01,744.0,,,-22.0,-26.0,-19.0,-57.0,4.0,-23.0,1.0,-36.0,83.85,86.45,0.2,0.2,-1.1,7.4,100.811,100.8007,99.34708,101.0917,100.4598,100.8544,100.602,88.5,84.0,91.6,90.4,4.12,496009.0,474279.0,159286.0,2.0859,1.2533,4.5287,337.190002
2004-06-01,848.0,,,-22.0,-26.0,-19.0,-55.0,3.0,-22.0,2.0,-37.0,83.31,85.89,-0.6,-0.6,-0.8,7.2,100.6406,100.8487,99.44579,101.0105,100.4366,100.7315,100.562,89.9,84.0,92.5,89.9,4.16,494612.0,472740.0,161352.0,2.1127,1.5006,4.7897,345.130005
2004-07-01,745.0,,,-18.0,-20.0,-17.0,-49.0,10.0,-21.0,3.0,-35.0,83.19,85.72,-0.1,-0.2,-2.1,2.5,100.5379,100.8702,99.54012,100.901,100.4027,100.5945,100.5249,89.4,83.8,92.3,90.2,4.21,489648.0,467120.0,156012.0,2.116,1.628,4.857,329.910004
2004-08-01,752.0,,,-16.0,-16.0,-17.0,-47.0,15.0,-21.0,5.0,-33.0,83.47,86.01,0.3,0.3,-1.9,0.8,100.4861,100.8556,99.62832,100.7799,100.36,100.4552,100.4957,88.8,83.0,91.7,89.0,4.24,491362.0,468903.0,152053.0,2.1143,1.7292,4.9628,323.119995
2004-09-01,833.0,,,-17.0,-17.0,-17.0,-45.0,12.0,-24.0,5.0,-32.0,84.2,86.76,0.9,0.9,-2.2,3.6,100.4545,100.8243,99.71174,100.6743,100.3087,100.3326,100.4816,89.7,83.6,93.9,89.4,4.17,490917.0,468275.0,153424.0,2.1186,1.9039,4.9469,323.940002
2004-10-01,703.0,,,-20.0,-21.0,-19.0,-48.0,6.0,-24.0,1.0,-33.0,84.23,86.8,0.0,0.0,-1.7,5.6,100.411,100.7801,99.78191,100.6026,100.2438,100.2382,100.4763,90.6,84.5,93.5,91.0,4.15,492439.0,469381.0,153285.0,2.1473,2.0825,4.9007,330.480011
2004-11-01,824.0,,,-21.0,-24.0,-20.0,-49.0,1.0,-25.0,-1.0,-33.0,83.98,86.54,-0.3,-0.3,-2.6,3.8,100.3566,100.7366,99.83015,100.5735,100.1713,100.178,100.4724,91.5,84.4,94.7,90.6,3.96,500262.0,476972.0,157502.0,2.1703,2.3061,4.8836,337.149994
2004-12-01,759.0,,,-25.0,-29.0,-21.0,-52.0,-7.0,-26.0,-5.0,-34.0,83.25,85.79,-0.9,-0.9,-3.2,1.3,100.2847,100.7006,99.84318,100.56,100.0913,100.1468,100.4514,92.2,85.7,95.6,92.1,3.77,501510.0,477010.0,162250.0,2.1732,2.4991,4.871,348.079987
2005-01-01,797.0,,,-24.0,-29.0,-20.0,-53.0,-6.0,-26.0,-4.0,-30.0,83.58,85.92,0.4,0.2,-3.3,0.7,100.2111,100.6686,99.81828,100.5259,99.98392,100.1201,100.399,92.0,85.5,94.9,91.9,3.74,499250.0,475429.0,158736.0,2.1454,2.6668,4.8732,360.420013
2005-02-01,840.0,,,-19.0,-19.0,-19.0,-45.0,8.0,-27.0,-2.0,-29.0,84.1,86.46,0.6,0.6,-2.8,3.1,100.1608,100.6281,99.76801,100.4643,99.84792,100.0722,100.3172,91.5,84.3,93.2,88.8,3.76,494021.0,470018.0,158941.0,2.1384,2.8195,4.8907,374.369995
2005-03-01,988.0,,,-15.0,-9.0,-20.0,-35.0,17.0,-30.0,-1.0,-29.0,84.88,87.28,0.9,0.9,-1.4,8.4,100.1574,100.5916,99.70737,100.3864,99.70854,100.0014,100.2217,90.9,84.3,93.3,88.9,3.74,501653.0,477234.0,160755.0,2.1372,3.0235,4.9874,369.559998
2005-04-01,819.0,,,-11.0,1.0,-19.0,-26.0,29.0,-31.0,2.0,-29.0,85.03,87.42,0.2,0.2,-2.9,6.3,100.1906,100.5714,99.65567,100.3287,99.60379,99.92105,100.1359,93.4,87.3,96.7,92.9,3.8,508128.0,483275.0,160035.0,2.1372,3.1533,4.9434,348.200012
2005-05-01,831.0,,,-14.0,-4.0,-20.0,-28.0,20.0,-31.0,0.0,-29.0,84.98,87.37,-0.1,-0.1,-1.9,5.7,100.2413,100.5814,99.64198,100.3168,99.55811,99.85477,100.0796,93.7,87.5,96.2,92.7,3.84,512096.0,486945.0,168874.0,2.1256,3.274,4.8938,364.679993
2005-06-01,904.0,,,-20.0,-17.0,-23.0,-39.0,5.0,-29.0,-4.0,-34.0,84.7,87.08,-0.3,-0.3,-4.4,3.0,100.3045,100.6288,99.67971,100.3488,99.5849,99.81252,100.0646,93.2,88.0,95.5,93.8,3.73,518883.0,493277.0,169488.0,2.111,3.4263,4.8414,383.829987
2005-07-01,814.0,,,-22.0,-22.0,-22.0,-46.0,2.0,-27.0,-3.0,-35.0,84.57,86.95,-0.2,-0.1,-6.4,-3.8,100.3531,100.7132,99.75745,100.3999,99.68462,99.79602,100.0859,92.5,87.2,94.3,92.8,3.69,525818.0,499645.0,170719.0,2.1194,3.613,4.6579,395.769989
2005-08-01,798.0,,,-25.0,-27.0,-23.0,-51.0,-4.0,-27.0,-6.0,-36.0,84.96,87.36,0.5,0.5,-3.1,6.2,100.3694,100.8225,99.87183,100.4736,99.83942,99.80953,100.1366,93.5,88.4,95.6,93.6,3.75,523641.0,497823.0,167043.0,2.1325,3.799,4.5946,389.600006
2005-09-01,828.0,,,-26.0,-29.0,-24.0,-53.0,-4.0,-28.0,-8.0,-37.0,85.73,88.15,0.9,0.9,-1.4,6.9,100.3492,100.9531,100.0118,100.5827,100.046,99.86573,100.2144,94.8,89.3,97.4,95.2,3.7,538468.0,512312.0,177673.0,2.1391,3.9057,4.5969,402.98999
2005-10-01,789.0,,,-22.0,-19.0,-23.0,-43.0,4.0,-25.0,-7.0,-37.0,85.66,88.08,-0.1,-0.1,1.5,14.6,100.319,101.1012,100.1782,100.7375,100.2857,99.96532,100.3215,95.7,89.8,96.9,94.3,3.75,529375.0,502973.0,169390.0,2.1966,4.1674,4.587,394.160004
2005-11-01,930.0,,,-15.0,-8.0,-20.0,-30.0,14.0,-21.0,-5.0,-35.0,85.44,87.85,-0.3,-0.3,0.3,9.1,100.3041,101.2486,100.3905,100.9225,100.5403,100.0941,100.4537,96.9,90.5,99.0,95.9,3.74,535650.0,509291.0,173825.0,2.3609,4.3522,4.6185,418.790009
2005-12-01,744.0,,,-10.0,2.0,-18.0,-18.0,22.0,-19.0,-2.0,-32.0,84.98,87.38,-0.5,-0.5,-0.1,7.2,100.3171,101.3891,100.6245,101.098,100.8085,100.2261,100.5927,99.0,93.5,102.3,99.0,3.85,564745.0,537103.0,184712.0,2.4729,4.491,4.6373,436.779999
2006-01-01,832.0,,,-7.0,6.0,-16.0,-12.0,24.0,-16.0,-1.0,-30.0,84.68,87.44,-0.4,0.1,0.7,10.8,100.3645,101.5176,100.843,101.2332,101.069,100.3369,100.7205,98.7,92.6,99.3,97.9,3.94,562574.0,535796.0,184997.0,2.5117,4.6053,4.6037,450.5
2006-02-01,826.0,,,-6.0,7.0,-15.0,-11.0,26.0,-17.0,1.0,-29.0,85.01,87.79,0.4,0.4,2.0,13.3,100.4514,101.6193,101.0233,101.3183,101.2883,100.3974,100.8267,99.0,93.8,100.7,98.4,4.01,566268.0,539157.0,187967.0,2.6004,4.7555,4.582,458.720001
2006-03-01,907.0,,,-3.0,13.0,-13.0,-6.0,32.0,-17.0,4.0,-26.0,85.68,88.49,0.8,0.8,3.3,14.5,100.5768,101.6813,101.1509,101.3475,101.4497,100.4077,100.9078,99.2,94.7,100.6,98.4,4.11,569958.0,542561.0,188360.0,2.7226,4.9203,4.5874,468.690002
2006-04-01,776.0,,,1.0,19.0,-11.0,0.0,38.0,-17.0,6.0,-23.0,86.07,88.88,0.5,0.4,3.2,12.7,100.7316,101.7006,101.2378,101.3178,101.5489,100.3738,100.9609,100.4,95.6,102.3,100.9,4.29,579652.0,551644.0,190675.0,2.7938,5.0712,4.6296,469.399994
2006-05-01,835.0,,,4.0,24.0,-9.0,7.0,40.0,-16.0,8.0,-19.0,86.15,88.95,0.1,0.1,0.9,6.2,100.8836,101.6603,101.2914,101.2539,101.5877,100.3015,100.9879,101.0,95.9,102.4,100.6,4.31,586725.0,558706.0,198448.0,2.889,5.1855,4.7015,440.410004
2006-06-01,715.0,,,11.0,34.0,-5.0,21.0,48.0,-13.0,13.0,-15.0,85.84,88.62,-0.4,-0.4,4.0,10.2,100.9972,101.5926,101.3462,101.1951,101.5851,100.2241,101.0032,100.6,96.1,103.2,100.3,4.4,577145.0,548574.0,193806.0,2.9857,5.3848,4.735,440.25
2006-07-01,729.0,,,12.0,34.0,-3.0,24.0,44.0,-12.0,13.0,-10.0,85.68,88.46,-0.2,-0.2,5.9,11.2,101.069,101.5298,101.4281,101.1609,101.5615,100.1566,101.0261,99.5,94.6,102.4,100.0,4.48,572748.0,543663.0,189150.0,3.1022,5.4953,4.7332,454.059998
2006-08-01,733.0,,,11.0,32.0,-2.0,24.0,40.0,-12.0,12.0,-7.0,86.13,88.89,0.5,0.5,5.7,12.9,101.1461,101.4913,101.5505,101.173,101.5468,100.115,101.0804,100.4,95.7,102.8,101.1,4.55,574457.0,545638.0,188634.0,3.2265,5.4207,4.9443,469.01001
2006-09-01,736.0,,,13.0,33.0,0.0,27.0,39.0,-10.0,13.0,-4.0,86.46,89.24,0.4,0.4,5.3,13.2,101.2867,101.477,101.7067,101.2374,101.5627,100.1099,101.1784,101.6,97.3,104.4,103.9,4.6,590546.0,561527.0,194333.0,3.3354,5.3837,5.025,483.619995
2006-10-01,712.0,,,14.0,35.0,1.0,27.0,43.0,-10.0,13.0,-1.0,86.24,89.01,-0.3,-0.3,6.2,15.5,101.5219,101.4827,101.898,101.3339,101.619,100.157,101.3148,101.9,97.9,106.2,105.0,4.59,590651.0,561381.0,191326.0,3.502,5.3733,5.1318,486.570007
2006-11-01,711.0,,,14.0,35.0,0.0,28.0,41.0,-9.0,11.0,-1.0,86.1,88.87,-0.2,-0.2,6.0,14.0,101.861,101.503,102.1021,101.4489,101.7147,100.2544,101.4806,102.6,99.0,106.5,105.0,4.62,607849.0,578442.0,194942.0,3.5972,5.3721,5.2254,477.670013
2006-12-01,667.0,,,16.0,37.0,1.0,33.0,41.0,-7.0,12.0,0.0,85.79,88.54,-0.4,-0.4,5.1,12.4,102.2812,101.5331,102.3026,101.5726,101.8256,100.3793,101.6599,104.4,100.0,108.9,107.3,4.63,627012.0,596316.0,206242.0,3.6842,5.36,5.2917,495.339996
2007-01-01,799.0,,,19.0,41.0,5.0,37.0,45.0,-4.0,15.0,4.0,85.89,88.55,0.1,0.0,3.6,10.9,102.7614,101.5547,102.489,101.6929,101.9365,100.4898,101.8379,103.3,99.5,106.4,105.4,4.66,634644.0,604930.0,207869.0,3.7519,5.36,5.4862,499.809998
2007-02-01,661.0,,,20.0,41.0,6.0,37.0,45.0,-2.0,15.0,5.0,86.28,88.96,0.5,0.5,4.8,13.6,103.2985,101.5574,102.6467,101.8107,102.0349,100.5816,102.0226,104.8,99.0,109.2,105.4,4.7,631979.0,602086.0,209500.0,3.8182,5.3594,5.5657,490.209991
2007-03-01,692.0,,,20.0,39.0,7.0,36.0,41.0,0.0,15.0,6.0,87.22,89.92,1.1,1.1,4.1,12.0,103.9096,101.5076,102.7763,101.9325,102.1183,100.6547,102.2124,104.5,99.9,107.0,105.5,4.74,658115.0,627678.0,225242.0,3.8909,5.3471,5.5495,510.5
2007-04-01,649.0,,,20.0,37.0,9.0,37.0,38.0,3.0,16.0,8.0,87.64,90.34,0.5,0.5,4.2,11.1,104.5074,101.3971,102.8902,102.048,102.1792,100.7071,102.3902,104.3,99.9,107.7,105.8,4.8,647092.0,616426.0,218407.0,3.9753,5.3548,5.649,530.809998
2007-05-01,729.0,,,21.0,37.0,10.0,39.0,34.0,6.0,16.0,8.0,87.7,90.41,0.1,0.1,6.1,14.5,104.9494,101.2249,102.9803,102.1358,102.2105,100.73,102.5228,104.5,99.9,108.3,105.6,4.85,654410.0,623456.0,221256.0,4.0714,5.3589,5.7674,540.390015
2007-06-01,622.0,,,25.0,42.0,13.0,45.0,38.0,11.0,19.0,10.0,87.34,90.04,-0.4,-0.4,5.7,11.2,105.1183,101.001,103.0233,102.1816,102.1917,100.7224,102.5837,104.9,100.8,107.8,105.9,4.92,648581.0,618778.0,220286.0,4.1478,5.36,5.8802,548.210022
2007-07-01,671.0,,,23.0,38.0,13.0,41.0,35.0,10.0,19.0,10.0,86.93,89.61,-0.5,-0.5,4.8,13.8,104.9846,100.763,103.0,102.1689,102.1166,100.6867,102.5636,105.0,100.9,107.6,105.8,5.0,657693.0,625980.0,219709.0,4.2162,5.3597,6.024,533.98999
2007-08-01,635.0,,,22.0,35.0,14.0,40.0,31.0,12.0,20.0,9.0,87.08,89.77,0.2,0.2,5.1,13.5,104.6495,100.5574,102.9035,102.0947,102.0091,100.6261,102.4788,105.0,102.7,109.0,107.7,5.11,667662.0,636152.0,216034.0,4.5436,5.4827,6.4195,522.72998
2007-09-01,648.0,,,10.0,12.0,9.0,21.0,3.0,9.0,13.0,5.0,87.59,90.3,0.6,0.6,4.7,10.6,104.1368,100.4288,102.7533,101.9867,101.8975,100.5469,102.3484,105.0,102.3,108.2,108.2,5.18,663900.0,632250.0,217335.0,4.7417,5.4939,6.6469,540.97998
2007-10-01,745.0,,,4.0,1.0,5.0,10.0,-7.0,6.0,10.0,0.0,87.63,90.33,0.0,0.0,5.9,13.7,103.499,100.3929,102.5632,101.8655,101.7998,100.449,102.1863,105.8,103.1,108.7,108.5,5.21,678754.0,647024.0,221732.0,4.6874,5.1465,6.2701,547.849976
2007-11-01,624.0,,,1.0,-2.0,3.0,5.0,-10.0,4.0,9.0,-2.0,87.76,90.47,0.1,0.2,5.9,14.3,102.8374,100.4332,102.3303,101.7365,101.7059,100.3405,102.0016,105.8,103.6,108.4,108.2,5.21,671653.0,640049.0,218905.0,4.6385,4.9621,6.4086,507.579987
2007-12-01,477.0,,,2.0,1.0,2.0,9.0,-6.0,1.0,9.0,-2.0,87.39,90.08,-0.4,-0.4,5.3,11.7,102.197,100.5183,102.0568,101.6119,101.6077,100.2375,101.8048,106.2,103.2,109.7,107.9,5.22,644035.0,610655.0,201705.0,4.8484,4.9794,6.3594,515.77002
2008-01-01,710.0,,,1.0,-2.0,3.0,7.0,-11.0,0.0,9.0,0.0,87.63,90.24,0.3,0.2,6.7,18.6,101.5453,100.6138,101.7287,101.482,101.4953,100.1663,101.5824,108.3,105.9,111.7,111.3,5.23,653714.0,621683.0,203783.0,4.4815,3.9176,5.6596,441.329987
2008-02-01,515.0,,,-4.0,-12.0,2.0,-4.0,-20.0,0.0,8.0,-1.0,88.22,90.82,0.7,0.6,5.8,15.9,100.8464,100.7025,101.373,101.3348,101.3432,100.1204,101.3133,108.1,105.9,110.5,110.8,5.19,652344.0,619991.0,199022.0,4.3621,3.0876,5.642,446.529999
2008-03-01,461.0,,,-5.0,-15.0,1.0,-8.0,-22.0,1.0,7.0,-4.0,89.09,91.71,1.0,1.0,3.0,9.0,100.1218,100.7592,100.989,101.1727,101.1209,100.0713,101.003,106.7,104.3,109.4,108.8,5.12,665284.0,632458.0,202930.0,4.5964,2.7825,5.8993,442.429993
2008-04-01,590.0,,,-7.0,-18.0,0.0,-11.0,-26.0,0.0,6.0,-4.0,89.42,92.02,0.4,0.3,0.1,3.2,99.30723,100.7717,100.5677,100.9706,100.8053,99.99271,100.6318,106.1,105.5,108.9,109.9,5.11,677968.0,645035.0,201347.0,4.7835,2.7947,5.9188,475.559998
2008-05-01,415.0,,,-12.0,-28.0,-1.0,-22.0,-35.0,-1.0,3.0,-6.0,89.74,92.34,0.4,0.3,0.5,4.5,98.37817,100.6965,100.0869,100.6945,100.3775,99.84132,100.176,105.3,104.1,108.0,107.1,5.14,698338.0,664985.0,211473.0,4.8574,2.6924,5.8264,485.519989
2008-06-01,554.0,,,-16.0,-35.0,-4.0,-33.0,-37.0,-2.0,0.0,-10.0,89.58,92.17,-0.2,-0.2,2.1,11.4,97.36194,100.5003,99.54205,100.3053,99.80869,99.57161,99.62308,104.4,104.2,107.0,107.9,5.25,695427.0,661633.0,217316.0,4.9405,2.7654,5.9294,425.929993
2008-07-01,585.0,,,-26.0,-51.0,-10.0,-50.0,-52.0,-7.0,-5.0,-18.0,89.72,92.26,0.2,0.1,-0.9,2.9,96.32467,100.1701,98.93791,99.76849,99.09692,99.15675,98.96833,105.4,104.6,107.7,106.8,5.36,691820.0,657853.0,204268.0,4.961,2.7923,5.8322,399.950012
2008-08-01,513.0,,,-28.0,-54.0,-11.0,-57.0,-50.0,-8.0,-5.0,-21.0,89.89,92.44,0.2,0.2,2.0,13.7,95.33537,99.71265,98.28075,99.06972,98.25897,98.58485,98.23203,104.0,104.8,106.5,107.2,5.51,682459.0,648500.0,201162.0,4.9652,2.8063,5.7662,412.839996
2008-09-01,591.0,,,-25.0,-47.0,-10.0,-53.0,-41.0,-7.0,-1.0,-21.0,90.28,92.84,0.4,0.4,-3.6,-0.9,94.48968,99.14386,97.57587,98.22369,97.32216,97.88381,97.4471,103.9,103.0,106.6,106.4,5.55,678859.0,644866.0,204800.0,5.0192,3.1217,5.9106,331.450012
2008-10-01,561.0,,,-25.0,-48.0,-10.0,-56.0,-41.0,-4.0,-2.0,-24.0,90.07,92.62,-0.2,-0.2,-8.7,-4.5,93.87437,98.49384,96.86379,97.29369,96.35625,97.13437,96.67867,103.6,101.8,104.8,103.8,5.61,688868.0,652728.0,209024.0,5.1131,4.0586,6.133,267.690002
2008-11-01,684.0,,,-26.0,-50.0,-11.0,-58.0,-41.0,-3.0,-3.0,-26.0,89.74,92.14,-0.4,-0.5,-11.8,-8.1,93.56408,97.81977,96.23163,96.40316,95.47444,96.44844,96.02972,98.7,95.6,101.2,98.2,5.58,690910.0,654471.0,208535.0,4.2383,2.2791,4.4468,252.550003
2008-12-01,668.0,,,-26.0,-53.0,-8.0,-63.0,-43.0,-1.0,-3.0,-21.0,89.09,91.44,-0.7,-0.8,-23.8,-28.5,93.58292,97.19361,95.74991,95.65351,94.79082,95.92502,95.58124,93.6,89.0,96.6,94.3,5.45,694676.0,657385.0,200578.0,3.2926,1.8293,3.1725,245.940002
2009-01-01,790.0,,,-27.0,-57.0,-7.0,-67.0,-47.0,0.0,-3.0,-19.0,89.32,91.54,0.3,0.1,-23.6,-23.7,93.93272,96.69057,95.47838,95.10912,94.38544,95.64721,95.37582,90.1,84.2,93.7,89.3,5.27,703948.0,666296.0,213076.0,2.4565,1.2108,2.3428,248.600006
2009-02-01,766.0,,,-28.0,-59.0,-6.0,-74.0,-45.0,0.0,-3.0,-17.0,89.95,92.19,0.7,0.7,-26.2,-27.0,94.54605,96.38263,95.43247,94.80743,94.27323,95.63548,95.43565,88.1,84.7,92.8,88.3,5.06,702657.0,664884.0,211564.0,1.9431,1.2426,2.0904,219.809998
2009-03-01,1040.0,,,-30.0,-63.0,-7.0,-77.0,-50.0,1.0,-6.0,-16.0,90.85,93.11,1.0,1.0,-23.5,-18.8,95.33152,96.30151,95.61692,94.76588,94.4557,95.88232,95.72496,86.6,84.3,90.2,87.3,4.82,706513.0,668414.0,216597.0,1.6355,1.2667,1.8314,216.979996
2009-04-01,949.0,,,-26.0,-55.0,-7.0,-76.0,-34.0,-1.0,-6.0,-16.0,91.05,93.31,0.2,0.2,-20.1,-7.7,96.22922,96.42532,95.99964,94.97402,94.91067,96.35703,96.20582,86.7,84.7,89.9,87.9,4.69,709600.0,671276.0,218136.0,1.4223,1.1062,1.5341,240.759995
2009-05-01,758.0,,,-22.0,-42.0,-8.0,-72.0,-12.0,-5.0,-3.0,-16.0,91.17,93.45,0.1,0.2,-18.8,-8.4,97.20661,96.69891,96.501,95.36305,95.58174,96.98691,96.81324,85.3,84.7,89.0,88.1,4.68,721141.0,682475.0,224249.0,1.2817,0.815,1.3579,259.450012
2009-06-01,1023.0,,,-19.0,-37.0,-7.0,-70.0,-4.0,-6.0,-2.0,-14.0,90.85,93.14,-0.4,-0.3,-16.6,-3.8,98.22069,97.06076,97.04933,95.86156,96.38638,97.71267,97.48451,86.3,86.3,89.5,88.7,4.76,733196.0,694286.0,230929.0,1.2279,0.6207,1.2412,254.710007
2009-07-01,921.0,,,-19.0,-36.0,-7.0,-70.0,-3.0,-7.0,-1.0,-13.0,89.89,92.16,-1.1,-1.1,-17.3,-10.2,99.17849,97.45434,97.62247,96.40684,97.23374,98.47065,98.15551,88.4,88.8,90.4,91.0,4.81,724285.0,685062.0,221739.0,0.975,0.5153,1.0011,283.170013
2009-08-01,775.0,,,-14.0,-28.0,-5.0,-66.0,11.0,-8.0,1.0,-9.0,90.14,92.41,0.3,0.3,-11.9,2.0,99.96336,97.84233,98.21048,96.95816,98.0386,99.19073,98.77332,89.1,88.1,91.6,90.1,4.87,729456.0,690288.0,227563.0,0.8605,0.4245,0.7737,296.269989
2009-09-01,907.0,,,-12.0,-22.0,-5.0,-65.0,20.0,-9.0,1.0,-8.0,90.62,92.91,0.5,0.5,-12.4,4.4,100.5525,98.21651,98.78521,97.48586,98.73591,99.82298,99.31079,92.4,90.6,93.5,91.7,4.82,735429.0,696362.0,233484.0,0.7721,0.2979,0.6056,311.350006
2009-10-01,835.0,,,-14.0,-28.0,-5.0,-66.0,9.0,-10.0,1.0,-7.0,90.7,93.0,0.1,0.1,-10.0,5.9,100.9783,98.56348,99.28153,97.97443,99.30193,100.3473,99.75755,92.9,92.0,94.8,92.8,4.82,743719.0,704453.0,235912.0,0.7375,0.2831,0.5709,302.359985
2009-11-01,871.0,,,-11.0,-21.0,-5.0,-61.0,20.0,-10.0,3.0,-7.0,90.61,92.9,-0.1,-0.1,-7.8,7.8,101.2622,98.88591,99.64719,98.42339,99.74905,100.7742,100.1159,93.4,92.8,94.2,93.4,4.83,733701.0,694059.0,229615.0,0.7162,0.2681,0.6094,305.899994
