,Bankruptcies,BusinessOutlook_Industry,BusinessOutlook_Retail,Consumentenvertrouwen_1,EconomischKlimaat_2,Koopbereidheid_3,EconomischeSituatieLaatste12Maanden_4,EconomischeSituatieKomende12Maanden_5,FinancieleSituatieLaatste12Maanden_6,FinancieleSituatieKomende12Maanden_7,GunstigeTijdVoorGroteAankopen_8,CPI_1,CPIAfgeleid_2,MaandmutatieCPI_3,MaandmutatieCPIAfgeleid_4,ProducerConfidence_1,ExpectedActivity_2,CHN,JPN,FRA,USA,DEU,CAN,G20,IMP_advanceEconomies,EXP_advancedEconomies,IMP_EuroArea,Exp_EuroArea,InterestRatesNLD,M3_1,M3_2,M1,EA,US,UK,AEX_close
1985-02-01,458.0,,,,,,,,,,,,,,,2.1,9.8,,,,,,,,,,,,,120866.0,108477.0,29099.0,,,,
1985-03-01,542.0,,,,,,,,,,,,,,,2.4,10.2,,,,,,,,,,,,,123766.0,111109.0,29763.0,,,,
1985-04-01,446.0,,,,,,,,,,,,,,,-1.8,0.9,,,,,,,,,,,,,125402.0,112850.0,30410.0,,,,
1985-05-01,494.0,,,,,,,,,,,,,,,-1.4,2.8,,,,,,,,,,,,,126290.0,113510.0,31650.0,,,,
1985-06-01,424.0,,,,,,,,,,,,,,,-0.5,2.7,,,,,,,,,,,,,126416.0,113523.0,31554.0,,,,
1985-07-01,439.0,,,,,,,,,,,,,,,-1.7,3.5,,,,,,,,,,,,,125018.0,112392.0,30816.0,,,,
1985-08-01,385.0,,,,,,,,,,,,,,,-1.6,2.1,,,,,,,,,,,,,124638.0,111880.0,30163.0,,,,
1985-09-01,398.0,,,,,,,,,,,,,,,-2.4,3.0,,,,,,,,,,,,,125143.0,112479.0,30556.0,,,,
1985-10-01,493.0,,,,,,,,,,,,,,,-2.9,0.9,,,,,,,,,,,,,125209.0,112587.0,30773.0,,,,
1985-11-01,418.0,,,,,,,,,,,,,,,-2.4,3.9,,,,,,,,,,,,,126556.0,113789.0,31348.0,,,,
1985-12-01,321.0,,,,,,,,,,,,,,,-4.2,0.6,,,,,,,,,,,,,126263.0,113388.0,32143.0,,,,
1986-01-01,370.0,,,,,,,,,,,,,,,-0.4,8.7,,,,,,,,,,,,,126993.0,114222.0,31681.0,,,,
1986-02-01,319.0,,,,,,,,,,,,,,,-2.9,3.7,,,,,,,,,,,,,127678.0,114969.0,31319.0,,,,
1986-03-01,397.0,,,,,,,,,,,,,,,-4.0,7.1,,,,,,,,,,,,,130724.0,117855.0,31491.0,,,,
1986-04-01,399.0,,,2.0,6.0,0.0,6.0,5.0,0.0,1.0,-1.0,,,,,-5.4,1.1,,,,,,,,,,,,,131735.0,118993.0,32406.0,,,,
1986-05-01,362.0,,,8.0,17.0,1.0,17.0,16.0,1.0,5.0,-2.0,,,,,-4.1,3.7,,,,,,,,,,,,,135009.0,121986.0,35113.0,,,,
1986-06-01,395.0,,,15.0,33.0,3.0,35.0,30.0,2.0,11.0,-5.0,,,,,-4.2,4.5,,,,,,,,,,,,,135219.0,122219.0,35528.0,,,,
1986-07-01,364.0,,,20.0,45.0,4.0,49.0,41.0,4.0,12.0,-6.0,,,,,-3.0,9.6,,,,,,,,,,,,,134258.0,121250.0,34452.0,,,,
1986-08-01,351.0,,,21.0,47.0,4.0,53.0,41.0,7.0,14.0,-7.0,,,,,-4.4,5.0,,,,,,,,,,,,,133356.0,120289.0,33542.0,,,,
1986-09-01,396.0,,,21.0,45.0,5.0,52.0,39.0,7.0,17.0,-8.0,,,,,-5.8,2.1,,,,,,,,,,,,,133830.0,120936.0,33613.0,,,,
1986-10-01,378.0,,,21.0,45.0,6.0,52.0,39.0,8.0,17.0,-8.0,,,,,-5.0,2.9,,,,,,,,,,,,,135485.0,122384.0,34174.0,,,,
1986-11-01,395.0,,,21.0,44.0,5.0,50.0,38.0,7.0,19.0,-10.0,,,,,-4.5,3.8,,,,,,,,,,,,,134769.0,121563.0,34229.0,,,,
1986-12-01,322.0,,,20.0,43.0,5.0,49.0,37.0,6.0,19.0,-12.0,,,,,-4.6,3.6,,,,,,,,,,,,,135157.0,121748.0,34608.0,,,,
1987-01-01,330.0,,,22.0,45.0,6.0,51.0,39.0,8.0,20.0,-10.0,,,,,-5.7,3.0,,,,,,,,,,,,,135418.0,122124.0,34380.0,,,,
1987-02-01,341.0,,,23.0,45.0,8.0,51.0,39.0,10.0,22.0,-8.0,,,,,-4.5,4.7,,,,,,,,,,,,,135758.0,122431.0,34355.0,,,,
1987-03-01,345.0,,,22.0,43.0,8.0,49.0,37.0,11.0,22.0,-9.0,,,,,-5.3,3.0,,,,,,,,,,,,,137085.0,123921.0,34344.0,,,,
1987-04-01,338.0,,,10.0,15.0,7.0,23.0,7.0,10.0,15.0,-3.0,,,,,-6.5,1.4,,,,,,,,,,,,,139294.0,125884.0,35196.0,,,,
1987-05-01,280.0,,,1.0,-2.0,4.0,3.0,-8.0,8.0,11.0,-7.0,,,,,-6.4,1.7,,,,,,,,,,,,,141808.0,128133.0,37933.0,,,,
1987-06-01,273.0,,,-2.0,-10.0,3.0,-7.0,-14.0,8.0,9.0,-6.0,,,,,-6.3,1.2,,,,,,,,,,,,,141986.0,128323.0,37615.0,,,,
1987-07-01,354.0,,,-3.0,-13.0,4.0,-9.0,-17.0,8.0,10.0,-4.0,,,,,-4.6,1.7,,,,,,,,,,,,,141444.0,127320.0,36368.0,,,,
1987-08-01,259.0,,,2.0,-3.0,5.0,-1.0,-5.0,7.0,12.0,-4.0,,,,,-5.2,0.8,,,,,,,,,,,,,139739.0,125674.0,35138.0,,,,
1987-09-01,358.0,,,11.0,19.0,6.0,18.0,19.0,8.0,16.0,-6.0,,,,,-3.8,5.2,,,,,,,,,,,,,140557.0,126415.0,35975.0,,,,
1987-10-01,314.0,,,6.0,9.0,4.0,11.0,6.0,7.0,14.0,-10.0,,,,,-3.0,4.9,,,,,,,,,,,,,141179.0,126769.0,35573.0,,,,
1987-11-01,283.0,,,4.0,4.0,3.0,9.0,-2.0,8.0,12.0,-10.0,,,,,-2.9,3.7,,,,,,,,,,,,,141304.0,126837.0,35996.0,,,,
1987-12-01,311.0,,,1.0,-2.0,3.0,4.0,-8.0,8.0,11.0,-11.0,,,,,-4.3,2.6,,,,,,,,,,,,,141330.0,126328.0,35862.0,,,,
1988-01-01,287.0,,,-3.0,-13.0,4.0,-7.0,-19.0,10.0,10.0,-9.0,,,,,-4.6,1.2,,,,,,,,,,,,,141880.0,127120.0,36137.0,,,,
1988-02-01,347.0,,,-3.0,-14.0,5.0,-10.0,-18.0,9.0,12.0,-7.0,,,,,-4.5,2.6,,,,,,,,,,,,,142502.0,127893.0,36396.0,,,,
1988-03-01,368.0,,,1.0,-8.0,7.0,-4.0,-13.0,11.0,13.0,-4.0,,,,,-4.3,1.8,,,,,,,,,,,,,143692.0,128749.0,36540.0,,,,
1988-04-01,288.0,,,5.0,2.0,7.0,3.0,1.0,11.0,16.0,-5.0,,,,,-3.0,2.7,,,,,,,,,,,,,146244.0,131290.0,37646.0,,,,
1988-05-01,330.0,,,6.0,4.0,7.0,4.0,4.0,10.0,16.0,-5.0,,,,,-2.7,1.7,,,,,,,,,,,,,148858.0,133981.0,40794.0,,,,
1988-06-01,367.0,,,6.0,4.0,7.0,5.0,4.0,11.0,16.0,-5.0,,,,,-2.3,2.8,,,,,,,,,,,,,149246.0,134043.0,40000.0,,,,
1988-07-01,288.0,,,9.0,10.0,9.0,11.0,10.0,11.0,18.0,-3.0,,,,,-0.9,7.9,,,,,,,,,,,,,149260.0,133963.0,38455.0,,,,
1988-08-01,305.0,,,15.0,20.0,11.0,21.0,19.0,13.0,21.0,-1.0,,,,,-0.3,8.6,,,,,,,,,,,,,148542.0,133537.0,37231.0,,,,
1988-09-01,302.0,,,13.0,16.0,10.0,19.0,14.0,13.0,20.0,-1.0,,,,,-1.1,3.4,,,,,,,,,,,,,148861.0,133684.0,37442.0,,,,
1988-10-01,333.0,,,14.0,22.0,9.0,24.0,21.0,11.0,19.0,-3.0,,,,,-0.7,0.9,,,,,,,,,,,,,149434.0,134395.0,37959.0,,,,
1988-11-01,372.0,,,18.0,29.0,11.0,30.0,28.0,14.0,21.0,-2.0,,,,,0.0,2.5,,,,,,,,,,,,,150406.0,135299.0,38215.0,,,,
1988-12-01,262.0,,,18.0,32.0,8.0,33.0,31.0,12.0,20.0,-6.0,,,,,1.1,5.7,,,,,,,,,,,,,153432.0,137851.0,38614.0,,,,
1989-01-01,332.0,,,20.0,34.0,10.0,37.0,31.0,14.0,20.0,-3.0,,,,,1.8,9.4,,,,,,,,,,,,,154620.0,139484.0,38576.0,,,,
1989-02-01,303.0,,,18.0,31.0,9.0,35.0,27.0,13.0,19.0,-4.0,,,,,-0.1,5.6,,,,,,,,,,,,,156217.0,141155.0,38704.0,,,,
1989-03-01,360.0,,,20.0,33.0,12.0,38.0,29.0,16.0,19.0,0.0,,,,,0.0,6.7,,,,,,,,,,,,,157250.0,141842.0,39241.0,,,,
1989-04-01,287.0,,,20.0,32.0,11.0,37.0,27.0,16.0,19.0,-1.0,,,,,1.9,8.0,,,,,,,,,,,,,159087.0,143505.0,39281.0,,,,
1989-05-01,302.0,,,17.0,26.0,11.0,33.0,19.0,16.0,17.0,0.0,,,,,2.7,11.7,,,,,,,,,,,,,163583.0,148027.0,42644.0,,,,
1989-06-01,328.0,,,19.0,28.0,14.0,34.0,22.0,18.0,20.0,3.0,,,,,1.6,8.5,,,,,,,,,,,,,164700.0,148797.0,41928.0,,,,
1989-07-01,261.0,,,23.0,35.0,15.0,40.0,29.0,20.0,22.0,4.0,,,,,1.5,6.9,,,,,,,,,,,,,164080.0,148335.0,40832.0,,,,
1989-08-01,289.0,,,23.0,34.0,16.0,38.0,30.0,20.0,24.0,4.0,,,,,1.5,8.3,,,,,,,,,,,,,164591.0,148950.0,40667.0,,,,
1989-09-01,322.0,,,23.0,34.0,16.0,38.0,30.0,20.0,24.0,4.0,,,,,0.2,5.6,,,,,,,,,,,,,166949.0,151149.0,41229.0,,,,
1989-10-01,305.0,,,24.0,35.0,17.0,40.0,29.0,21.0,26.0,5.0,,,,,1.9,7.8,,,,,,,,,,,,,167639.0,152111.0,42209.0,,,,
1989-11-01,354.0,,,25.0,36.0,17.0,41.0,32.0,22.0,27.0,3.0,,,,,2.7,9.5,,,,,,,,,,,,,168396.0,152664.0,41953.0,,,,
1989-12-01,236.0,,,24.0,34.0,17.0,38.0,31.0,22.0,27.0,3.0,,,,,-0.3,5.8,,,,,,,,,,,,,170189.0,153993.0,43066.0,,,,
1990-01-01,342.0,,,23.0,34.0,16.0,37.0,31.0,20.0,26.0,2.0,,,,,-0.2,5.5,,101.811,102.3114,99.79264,100.9751,98.67269,100.4998,,,,,,170656.0,155057.0,41471.0,10.8,8.3494,15.1984,
1990-02-01,266.0,,,19.0,26.0,14.0,30.0,23.0,20.0,23.0,0.0,,,,,0.7,8.7,,101.8838,102.238,99.82307,101.0909,98.5509,100.521,,,,,,172273.0,156688.0,41278.0,10.76,8.3656,15.1492,
1990-03-01,327.0,,,19.0,26.0,14.0,31.0,20.0,22.0,24.0,-3.0,,,,,-0.9,6.7,,101.9277,102.1328,99.82236,101.2294,98.40492,100.5268,,,,,,177139.0,161327.0,41346.0,10.72,8.4915,15.3168,
1990-04-01,270.0,,,18.0,22.0,15.0,30.0,15.0,24.0,23.0,-3.0,,,,,0.3,7.2,,101.9428,101.9802,99.74711,101.3776,98.22438,100.4954,,,,,,180571.0,164600.0,42755.0,10.24,8.5699,15.2574,
1990-05-01,318.0,,,16.0,17.0,15.0,24.0,10.0,25.0,22.0,-2.0,,,,,1.5,7.6,,101.9279,101.782,99.57603,101.5148,98.01416,100.4161,,,,,,181815.0,165789.0,46023.0,10.17,8.4754,15.1943,
1990-06-01,284.0,,,15.0,14.0,15.0,19.0,9.0,25.0,21.0,-2.0,,,,,1.2,8.4,,101.8832,101.5188,99.28934,101.6198,97.76691,100.2663,,,,,,183484.0,167190.0,46375.0,10.05,8.3519,15.013,
1990-07-01,276.0,,,15.0,13.0,17.0,18.0,9.0,28.0,21.0,2.0,,,,,0.8,8.0,,101.8004,101.1843,98.89271,101.6784,97.4931,100.0447,,,,,,180858.0,164888.0,44211.0,10.0,8.2209,14.9858,
1990-08-01,270.0,,,15.0,10.0,19.0,20.0,-1.0,29.0,21.0,6.0,,,,,-0.2,8.2,,101.6671,100.794,98.4174,101.6619,97.21985,99.75885,,,,,,181333.0,165255.0,44072.0,10.16,8.0909,15.0166,
1990-09-01,321.0,,,9.0,-4.0,17.0,10.0,-17.0,27.0,18.0,5.0,,,,,-0.6,7.5,,101.4777,100.3928,97.93626,101.5482,96.99183,99.44739,,,,,,185247.0,169147.0,45152.0,10.06,8.1875,14.9512,
1990-10-01,331.0,,,2.0,-17.0,15.0,-3.0,-31.0,26.0,15.0,4.0,,,,,-0.8,6.7,,101.2271,100.0514,97.51847,101.3443,96.84753,99.14735,,,,,,184875.0,169004.0,45131.0,10.15,8.1692,14.0622,
1990-11-01,303.0,,,-5.0,-31.0,12.0,-18.0,-44.0,23.0,12.0,0.0,,,,,-0.3,6.5,,100.9403,99.80397,97.22967,101.0724,96.80624,98.90051,,,,,,185716.0,169547.0,45105.0,10.45,8.1648,13.6811,
1990-12-01,211.0,,,-6.0,-32.0,12.0,-21.0,-43.0,23.0,12.0,2.0,,,,,-0.2,7.0,,100.6563,99.65919,97.11523,100.7574,96.88226,98.7468,,,,,,186701.0,170312.0,44799.0,10.95,7.9219,13.8817,
1991-01-01,324.0,,,-7.0,-32.0,10.0,-16.0,-49.0,21.0,11.0,-1.0,,,,,-1.9,3.5,,100.3863,99.5971,97.17487,100.4301,97.07249,98.69691,,,,,,187965.0,171938.0,44007.0,10.91,7.3374,14.0109,
1991-02-01,319.0,,,-11.0,-38.0,7.0,-21.0,-55.0,18.0,9.0,-7.0,,,,,-4.2,0.8,,100.1462,99.60155,97.39162,100.1396,97.36778,98.75002,,,,,,189404.0,173404.0,43615.0,10.67,6.7125,13.2953,
1991-03-01,337.0,,,-7.0,-27.0,6.0,-22.0,-33.0,14.0,10.0,-6.0,,,,,-3.2,4.8,,99.93453,99.64472,97.71348,99.92691,97.745,98.88338,,,,,,192071.0,175704.0,43988.0,10.39,6.5688,12.4628,
1991-04-01,290.0,,,-8.0,-28.0,6.0,-25.0,-30.0,13.0,11.0,-7.0,,,,,-5.7,2.2,,99.74307,99.68346,98.08011,99.80441,98.16346,99.04941,,,,,,192968.0,176713.0,45599.0,10.22,6.2232,12.0149,
1991-05-01,343.0,,,-5.0,-23.0,8.0,-22.0,-24.0,13.0,13.0,-4.0,,,,,-3.9,9.4,,99.57011,99.70188,98.44848,99.74905,98.57057,99.2105,,,,,,195298.0,178762.0,47719.0,10.0,6.0595,11.5652,
1991-06-01,315.0,,,-4.0,-23.0,8.0,-22.0,-23.0,14.0,13.0,-3.0,,,,,-5.1,9.4,,99.39524,99.69175,98.78544,99.73278,98.91636,99.34509,,,,,,194414.0,177730.0,47574.0,10.06,6.2063,11.2984,
1991-07-01,336.0,,,-7.0,-27.0,6.0,-27.0,-26.0,12.0,11.0,-5.0,,,,,-4.9,3.9,,99.22955,99.65053,99.04365,99.73279,99.16324,99.4323,,,,,,192331.0,175964.0,45332.0,10.14,6.1386,11.1298,
1991-08-01,287.0,,,-9.0,-30.0,4.0,-31.0,-30.0,10.0,10.0,-6.0,,,,,-4.0,5.1,,99.07913,99.58821,99.18416,99.74923,99.29226,99.45452,,,,,,194041.0,177595.0,45201.0,10.25,5.7708,10.9332,
1991-09-01,302.0,,,-11.0,-34.0,4.0,-34.0,-33.0,10.0,9.0,-7.0,,,,,-3.7,7.4,,98.95924,99.51225,99.21346,99.77378,99.31165,99.42345,,,,,,192891.0,176613.0,44687.0,10.16,5.619,10.3341,
1991-10-01,453.0,,,-15.0,-41.0,3.0,-40.0,-42.0,10.0,6.0,-8.0,,,,,-5.5,4.8,,98.85509,99.42688,99.16421,99.79241,99.25368,99.35743,,,,,,193910.0,177625.0,43985.0,10.18,5.4701,10.4582,
1991-11-01,419.0,,,-14.0,-41.0,4.0,-41.0,-42.0,11.0,7.0,-4.0,,,,,-2.3,8.7,,98.74969,99.37251,99.09071,99.7802,99.16789,99.286,,,,,,195887.0,179383.0,44923.0,10.31,5.0714,10.5298,
1991-12-01,350.0,,,-12.0,-38.0,6.0,-36.0,-39.0,13.0,9.0,-4.0,,,,,-3.6,9.1,,98.63728,99.35531,99.05661,99.7291,99.10615,99.24139,,,,,,197624.0,181017.0,46363.0,10.66,4.6063,10.8484,
1992-01-01,358.0,,,-12.0,-38.0,6.0,-35.0,-41.0,13.0,8.0,-5.0,,,,,-2.6,8.4,,98.52284,99.37761,99.10656,99.63863,99.10344,99.24448,,,,,,197611.0,181390.0,45778.0,10.5,4.1815,10.7177,
1992-02-01,351.0,,,-14.0,-40.0,3.0,-40.0,-41.0,7.0,8.0,-6.0,,,,,-2.4,9.0,,98.40452,99.42072,99.23228,99.51164,99.17135,99.28194,,,,,,198157.0,181863.0,46054.0,10.54,4.175,10.4203,
1992-03-01,414.0,,,-14.0,-39.0,3.0,-39.0,-38.0,6.0,10.0,-7.0,,,,,-5.6,1.8,,98.29079,99.44479,99.40218,99.34605,99.28351,99.33247,,,,,,198633.0,182623.0,45935.0,10.59,4.386,10.6705,
1992-04-01,441.0,,,-14.0,-38.0,3.0,-40.0,-36.0,5.0,11.0,-8.0,,,,,-4.0,8.2,,98.18086,99.43922,99.55629,99.14438,99.41467,99.36272,,,,,,201600.0,185366.0,47406.0,10.63,4.1703,10.6548,
1992-05-01,378.0,,,-12.0,-35.0,3.0,-38.0,-32.0,5.0,12.0,-8.0,,,,,-4.8,5.3,100.5691,98.07059,99.39685,99.65401,98.90672,99.5324,99.34471,,,,,,205345.0,188809.0,52274.0,10.61,3.9601,10.109,
1992-06-01,374.0,,,-7.0,-27.0,6.0,-30.0,-23.0,7.0,15.0,-5.0,,,,,-5.1,6.5,100.8778,97.96596,99.28708,99.68332,98.62801,99.60537,99.29321,,,,,,203414.0,187036.0,49936.0,10.81,3.9943,10.0508,
1992-07-01,421.0,,,-3.0,-18.0,8.0,-22.0,-14.0,8.0,17.0,-2.0,,,,,-6.9,0.9,101.1525,97.85735,99.10477,99.67242,98.2951,99.62209,99.19867,,,,,,203853.0,187352.0,48211.0,11.26,3.517,10.2024,
1992-08-01,315.0,,,-2.0,-18.0,9.0,-22.0,-14.0,9.0,18.0,-2.0,,,,,-4.8,3.9,101.3872,97.74789,98.85725,99.66218,97.91068,99.58978,99.09048,,,,,,204234.0,187999.0,48818.0,11.37,3.45,10.4122,
1992-09-01,514.0,,,-3.0,-21.0,9.0,-23.0,-20.0,12.0,18.0,-2.0,,,,,-7.4,-0.8,101.5828,97.64845,98.5526,99.69567,97.50793,99.52962,99.0039,,,,,,207188.0,191068.0,49484.0,11.82,3.2837,10.0373,
1992-10-01,506.0,,,-5.0,-25.0,8.0,-26.0,-24.0,12.0,16.0,-2.0,,,,,-6.5,1.9,101.7417,97.57209,98.20099,99.79694,97.13016,99.47532,98.95661,,,,,,206900.0,190558.0,50037.0,11.18,3.4371,8.3935,
1992-11-01,464.0,,,-10.0,-37.0,8.0,-36.0,-38.0,12.0,13.0,-3.0,,,,,-11.3,-4.2,101.8554,97.53724,97.82883,99.94357,96.82821,99.4445,98.95297,,,,,,209227.0,192988.0,50823.0,10.66,3.7961,7.2671,126.224075
1992-12-01,509.0,,,-16.0,-48.0,5.0,-49.0,-48.0,11.0,10.0,-6.0,,,,,-11.3,-1.9,101.9257,97.56069,97.47138,100.0751,96.63265,99.44614,98.9777,,,,,,208885.0,192295.0,50490.0,11.04,3.6369,7.2313,129.709122
1993-01-01,454.0,,,-17.0,-47.0,4.0,-51.0,-44.0,10.0,9.0,-7.0,,,,,-9.9,3.5,101.9572,97.64854,97.17687,100.1394,96.5271,99.47273,99.00945,,,,,,210051.0,193724.0,50634.0,10.73,3.3469,6.9836,132.481735
1993-02-01,461.0,,,-20.0,-53.0,2.0,-60.0,-46.0,7.0,8.0,-10.0,,,,,-11.6,-1.9,101.9558,97.79194,96.99109,100.1227,96.49776,99.50992,99.03355,,,,,,212304.0,196000.0,50591.0,10.3,3.2387,6.2309,138.775696
1993-03-01,639.0,,,-24.0,-62.0,1.0,-70.0,-53.0,6.0,8.0,-12.0,,,,,-11.2,-1.2,101.92,97.97583,96.90017,100.0313,96.54193,99.54459,99.04047,,,,,,215033.0,198836.0,51069.0,9.95,3.2401,6.0319,144.525116
1993-04-01,507.0,,,-24.0,-60.0,0.0,-70.0,-50.0,6.0,8.0,-13.0,,,,,-12.2,-4.7,101.8434,98.16422,96.88051,99.8968,96.64957,99.57379,99.03415,,,,,,216930.0,200415.0,51973.0,9.38,3.2266,6.0238,142.496704
1993-05-01,496.0,,,-23.0,-55.0,-1.0,-67.0,-44.0,3.0,6.0,-14.0,,,,,-11.4,0.3,101.7255,98.33446,96.92208,99.74028,96.80514,99.61721,99.02195,,,,,,221570.0,204804.0,56795.0,8.59,3.2434,6.0443,139.891998
1993-06-01,557.0,,,-22.0,-53.0,-1.0,-64.0,-41.0,4.0,5.0,-14.0,,,,,-10.7,1.6,101.5642,98.46277,97.02799,99.60869,96.99792,99.69153,99.02048,,,,,,219717.0,203052.0,55605.0,8.23,3.3377,5.9517,147.116211
1993-07-01,569.0,,,-22.0,-53.0,-1.0,-65.0,-42.0,6.0,5.0,-13.0,,,,,-9.6,2.7,101.3633,98.54675,97.21052,99.53703,97.21971,99.81052,99.05132,,,,,,219437.0,202587.0,54444.0,8.16,3.294,6.0036,153.795883
1993-08-01,508.0,,,-17.0,-45.0,1.0,-59.0,-32.0,6.0,6.0,-8.0,,,,,-11.2,-3.3,101.1537,98.59657,97.47527,99.55097,97.46532,99.9838,99.12623,,,,,,218987.0,202502.0,53383.0,7.85,3.2619,5.9141,165.943634
1993-09-01,586.0,,,-13.0,-35.0,1.0,-50.0,-19.0,5.0,8.0,-9.0,,,,,-10.6,-0.2,100.9829,98.60638,97.81168,99.65649,97.71521,100.1974,99.24381,,,,,,218223.0,201682.0,54167.0,7.64,3.2102,5.9599,158.746658
1993-10-01,504.0,,,-17.0,-39.0,-2.0,-56.0,-22.0,2.0,5.0,-12.0,,,,,-7.1,5.1,100.8778,98.60831,98.20091,99.84364,97.97121,100.4352,99.39822,,,,,,220187.0,203619.0,54759.0,7.46,3.3869,5.8136,173.998276
1993-11-01,596.0,,,-14.0,-34.0,-1.0,-53.0,-15.0,3.0,6.0,-13.0,,,,,-6.9,9.0,100.8521,98.64714,98.62888,100.0814,98.25838,100.6846,99.57869,,,,,,220437.0,204023.0,55839.0,7.2,3.4886,5.6076,174.007355
1993-12-01,551.0,,,-16.0,-38.0,0.0,-56.0,-21.0,4.0,5.0,-9.0,,,,,-9.0,2.1,100.8982,98.75899,99.09052,100.3448,98.59558,100.9409,99.77715,,,,,,224584.0,207688.0,57653.0,6.91,3.3735,5.3828,187.988388
1994-01-01,535.0,,,-17.0,-41.0,0.0,-60.0,-22.0,5.0,4.0,-10.0,,,,,-3.8,14.5,100.9795,98.96844,99.56625,100.5917,98.99153,101.1915,99.97443,,,,,,224562.0,208086.0,57021.0,6.91,3.2719,5.4435,199.078827
1994-02-01,534.0,,,-14.0,-34.0,0.0,-54.0,-14.0,5.0,4.0,-8.0,,,,,-5.0,6.2,101.0677,99.24299,100.0309,100.7931,99.44804,101.4186,100.1383,,,,,,225788.0,209289.0,57096.0,6.86,3.5531,5.2633,190.928894
1994-03-01,686.0,,,-9.0,-24.0,1.0,-45.0,-3.0,5.0,4.0,-7.0,,,,,-6.3,2.7,101.1407,99.55709,100.4651,100.9429,99.9361,101.6096,100.286,,,,,,228898.0,212069.0,58314.0,6.75,3.8774,5.2276,183.259979
1994-04-01,497.0,,,-5.0,-16.0,1.0,-38.0,7.0,5.0,6.0,-6.0,,,,,-3.1,6.3,101.1783,99.8884,100.833,101.0376,100.421,101.7526,100.4243,,,,,,229390.0,212545.0,58343.0,6.57,4.1316,5.2898,187.439301
1994-05-01,432.0,,,-4.0,-12.0,2.0,-35.0,12.0,4.0,7.0,-6.0,,,,,-2.7,9.4,101.1676,100.2085,101.1108,101.0797,100.8696,101.8512,100.5727,,,,,,233387.0,216541.0,62739.0,6.24,4.6335,5.2273,181.86232
1994-06-01,621.0,,,0.0,-4.0,2.0,-26.0,19.0,2.0,9.0,-6.0,,,,,-0.7,9.8,101.1128,100.4946,101.3158,101.0754,101.2655,101.9017,100.7182,,,,,,230500.0,213510.0,61684.0,6.3,4.6371,5.1879,174.043655
1994-07-01,463.0,,,1.0,0.0,1.0,-18.0,18.0,2.0,10.0,-7.0,,,,,0.7,10.4,101.0225,100.7207,101.479,101.0394,101.6011,101.907,100.8506,,,,,,229154.0,212162.0,59604.0,6.34,4.8583,5.2664,185.238464
1994-08-01,602.0,,,6.0,13.0,2.0,-2.0,28.0,2.0,12.0,-8.0,,,,,1.7,10.6,100.918,100.8845,101.615,100.9867,101.8873,101.8529,100.9593,,,,,,227604.0,210926.0,59572.0,6.43,4.9212,5.5774,190.334442
1994-09-01,548.0,,,12.0,26.0,4.0,15.0,36.0,3.0,12.0,-5.0,,,,,1.9,11.3,100.8217,100.9723,101.7156,100.9185,102.1211,101.7231,101.0199,,,,,,228467.0,211653.0,58663.0,6.38,5.1278,5.7681,182.542999
1994-10-01,473.0,,,10.0,21.0,2.0,12.0,30.0,2.0,10.0,-5.0,,,,,2.6,11.3,100.7513,101.0037,101.7693,100.8274,102.2747,101.5184,101.0222,,,,,,226724.0,210058.0,58489.0,6.43,5.6224,5.9747,187.239639
1994-11-01,622.0,,,9.0,19.0,2.0,13.0,24.0,1.0,9.0,-4.0,,,,,1.8,8.2,100.7235,100.982,101.7665,100.69,102.3242,101.2382,100.9567,,,,,,227366.0,210704.0,59363.0,6.4,5.881,6.1254,185.778458
1994-12-01,451.0,,,3.0,8.0,0.0,1.0,14.0,-1.0,7.0,-5.0,,,,,4.0,11.2,100.7367,100.9052,101.7004,100.4953,102.2586,100.8901,100.8233,,,,,,224511.0,207397.0,59253.0,6.69,6.3835,6.4268,188.079147
1995-01-01,514.0,,,2.0,7.0,-1.0,-1.0,15.0,-4.0,6.0,-6.0,,,,,3.5,11.6,100.7953,100.776,101.5713,100.238,102.0877,100.484,100.6403,,,,,,225019.0,208446.0,58686.0,6.66,6.3448,6.6378,185.193085
1995-02-01,453.0,,,8.0,16.0,2.0,10.0,23.0,-1.0,10.0,-3.0,,,,,3.5,10.4,100.8836,100.6002,101.3923,99.92004,101.8517,100.03,100.44,,,,,,227807.0,211192.0,60214.0,6.59,6.2617,6.8039,185.034256
1995-03-01,565.0,,,12.0,23.0,5.0,19.0,26.0,3.0,12.0,0.0,,,,,3.1,10.7,100.9686,100.4078,101.1788,99.57273,101.5813,99.5685,100.2467,,,,,,225759.0,209071.0,59592.0,7.58,6.2687,6.7255,178.517944
1995-04-01,478.0,,,11.0,18.0,6.0,16.0,20.0,3.0,12.0,1.0,,,,,3.5,11.2,101.0446,100.2381,100.9307,99.24932,101.3044,99.14229,100.0916,,,,,,225604.0,208766.0,60887.0,7.29,6.2375,6.7363,189.177292
1995-05-01,443.0,,,12.0,20.0,7.0,18.0,21.0,5.0,11.0,4.0,,,,,3.1,13.5,101.1093,100.1131,100.6272,98.99387,101.1021,98.78521,99.98965,,,,,,230172.0,213286.0,64992.0,7.04,6.125,6.7762,195.816132
1995-06-01,455.0,,,9.0,14.0,6.0,13.0,15.0,4.0,12.0,3.0,,,,,1.0,6.0,101.1686,100.0774,100.2584,98.82362,100.9082,98.51419,99.93512,,,,,,228130.0,211055.0,63261.0,7.08,6.0059,6.7148,196.206375
